lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1138_translation,version_1139_translation,version_1140_translation,version_1141_translation,version_1142_translation,version_1143_translation,english_translation
ἔθνος,312,unigram,neuter,nominative,plural,jentilisa,4.454864562781715,Jentily,jentilisa,,,Jentilisa*,jentilisa,nation
ἔθνος,29,unigram,neuter,nominative,singular,firenena,6.286772680113521,firenena,firenena,firenena,firenena,firenena,firenena,nation
νύξ,198,unigram,feminine,accusative,plural,alina,176.46200822945886,alina,alina,alina,alina,alina,alina,night
νύξ,256,unigram,feminine,accusative,singular,alina,7.82493485837393,alina,,alina,alina,alina,,night
ὅρκος,66,unigram,masculine,accusative,plural,fianianany,2.7116272803776984,fianianany,fianianany,Nalahelo,Nalahelo,fianianany,fianianany,oath
ὅρκος,274,unigram,masculine,accusative,singular,fianianana,1.255508950677359,fianianana,,,,,,oath
βοῦς,160,unigram,masculine,accusative,plural,mpanakalo,1.3921476896309166,mpanakalo,mpanakalo,mpanakalo,mpanakalo,mpanakalo,mpanakalo,ox
παραβολή,270,unigram,feminine,accusative,plural,fanoharana,1205.42290123865,fanoharana,fanoharana,fanoharana,fanoharana,fanoharana,fanoharana,parable
παραβολή,232,unigram,feminine,accusative,singular,fanoharana,132202.27215381147,fanoharana,fanoharana,fanoharana,fanoharana,fanoharana,fanoharana,parable
μέρος,355,unigram,neuter,accusative,plural,,,faritanin,fari-tanin,nankany,nankany,faritanin,fari-tanin,part
μέρος,57,unigram,neuter,accusative,singular,anjara,16.66348613533564,anjara,anjara,anjara,anjara,anjara,anjara,part
μαργαρίτης,234,unigram,masculine,accusative,plural,vato,1.3764215808192033,,vato,,,,vato,pearls
μαργαρίτης,40,unigram,masculine,accusative,singular,vatosoa,1.782695258556745,vidy,saro-bidy,vatosoa,vatosoa,vatosoa,saro-bidy,pearls
τόπος,284,unigram,masculine,accusative,plural,horohorontany,1.0606639097629942,,horohorontany,,,horohoron-tany,horohorontany,place
τόπος,305,unigram,masculine,accusative,singular,,,fitoerana,fitoerana,toerana,toerana,toerana,fitoerana,place
πρωτοκλισία,287,unigram,feminine,accusative,plural,,,fipetrahana,fitoerana,toeram-boninahitra,toeram-boninahitra,sinagoga*,fitoerana,place of honor
πρωτοκλισία,39,unigram,feminine,accusative,singular,,,voalohany,fitoerana,mipetraka,mipetraka,eny,fitoerana,place of honor
ὄφις,357,unigram,masculine,accusative,plural,zava-mahafaty,1.096071996175396,,,,,zava-mahafaty,,poison
ὄφις,111,unigram,masculine,accusative,singular,,,bibilava,menarana,bibilava,bibilava,menarana,menarana,poison
σκεῦος,144,unigram,neuter,accusative,plural,afatony,1.421642933642425,afatony,,,,,,"possession, object, thing, jar, vessel"
σκεῦος,265,unigram,neuter,accusative,singular,hamakivaky,1.2013630877021924,,,hamakivaky,hamakivaky,,,"possession, object, thing, jar, vessel"
σκεῦος,136,unigram,neuter,nominative,plural,entany,1.766347634141852,zavany,entany,entany,entany,an-tampon-trano,entany,"possession, object, thing, jar, vessel"
δύναμις,113,unigram,feminine,accusative,plural,asa,1.8459637144852128,naminany,asa,mahagaga,mahagaga,asa,asa,"power, ability, miracle"
δύναμις,51,unigram,feminine,accusative,singular,hery,327.2633229538814,hery,hery,hery,hery,hery,hery,"power, ability, miracle"
δύναμις,89,unigram,feminine,nominative,plural,asa,1.3553152835686741,fahagagana,asa,mahagaga,mahagaga,asa,asa,"power, ability, miracle"
δύναμις,123,unigram,feminine,nominative,singular,herin,15.109785881316263,herin,herin,herin,herin,herin,herin'ny,"power, ability, miracle"
ἱερεύς,21,unigram,masculine,nominative,plural,manan-tsiny,1.470431715102775,meloka,manan-tsiny,,,,manan-tsiny,priest
ἱερεύς,252,unigram,masculine,nominative,singular,mpisorona,4.58774151542371,,mpisorona,mpisorona,mpisorona,mpisorona,mpisorona,priest
φυλακή,267,unigram,feminine,accusative,plural,hoenjehina,1.106290521332697,hoenjehina,,,,,,prison
φυλακή,27,unigram,feminine,accusative,singular,an-tranomaizina,32.466727290524375,an-tranomaizina,an-trano-maizina,am-ponja,am-ponja,an-tranomaizina,an-tranomaizina,prison
προφήτης,69,unigram,masculine,accusative,plural,mpaminany,1654.8178384245948,mpaminany,mpaminany,mpaminany,mpaminany,mpaminany,mpaminany,prophet
προφήτης,209,unigram,masculine,accusative,singular,mpaminany,224.51595877123532,mpaminany,mpaminany,mpaminanin,mpaminanin,mpaminany,mpaminany,prophet
προφήτης,233,unigram,masculine,nominative,plural,mpaminany,167.05271846566959,mpaminany,mpaminany,mpaminany,mpaminany,mpaminany,mpaminany,prophet
προφήτης,276,unigram,masculine,nominative,singular,mpaminany,14.422761810753016,mpaminany,mpaminany,mpaminany,mpaminany,mpaminany,mpaminany,prophet
βαλλάντιον,135,unigram,neuter,accusative,plural,atonina,1.0960622061228922,,,,,atonina,,purse
βαλλάντιον,20,unigram,neuter,accusative,singular,kitapom-bola,1.2777971746382584,,kitapom-bola,kitapom-batsy,kitapom-batsy,kitapom-bola,kitapom-bola,purse
λῃστής,46,unigram,masculine,accusative,plural,jiolahy,39.15826842085849,lahy,jiolahy,jiolahy,jiolahy,jiolahy,jiolahy,robber
λῃστής,354,unigram,masculine,accusative,singular,jiolahy,1.0811206535908369,,,,,jiolahy,,robber
λῃστής,333,unigram,masculine,nominative,plural,jiolahy,33.093794882738536,jiolahy,jiolahy,jiolahy,jiolahy,jiolahy,jiolahy,robber
λῃστής,166,unigram,masculine,nominative,singular,jiolahy,63.990192129365546,jiolahy,jiolahy,jiolahy,jiolahy,jiolahy,jiolahy,robber
ἄρχων,214,unigram,masculine,accusative,plural,novorina,1.8467193387075933,,novorina,Novorîn,Novorîn,novorina,novorina,ruler
ἄρχων,73,unigram,masculine,nominative,plural,,,Azy,mpanapaka,manampahefana,manampahefana,mpitondra,mpanapaka,ruler
ἄρχων,327,unigram,masculine,nominative,singular,,,mpanapaka,mpanapaka,filohan,filohan,andrianan,andrianan'izao,ruler
ἀκοή,8,unigram,feminine,accusative,plural,filazana,2.265645542776206,ady,filazana,filazana,filazana,filazana,filazana,rumor
ἀκοή,84,unigram,feminine,accusative,singular,lazan,2.8324870586720396,lazan,lazan,lazan,lazan,lazan,lazan,rumor
ἀκοή,171,unigram,feminine,nominative,plural,fatoran,1.1613548718850133,fatoran,,,,,,rumor
ἀκοή,343,unigram,feminine,nominative,singular,lazany,1.206064968393539,lazany,lazany,niely,niely,lazany,,rumor
βιβλίον,62,unigram,neuter,accusative,plural,boky,2.5826545827164717,boky,boky,boky,boky,boky,boky,"scroll, book"
βιβλίον,59,unigram,neuter,accusative,singular,,,fisaoram-bady,boky,fisaraham-panambadiana,fisaraham-panambadiana,,boky,"scroll, book"
διάκονος,98,unigram,masculine,nominative,singular,te,1.4768529725276642,mpanomponareo,te-ho,te,te,te,te-ho,"servant, minister, deacon"
δοῦλος,221,unigram,masculine,accusative,plural,mpanompony,7.601559882550531,mpanompony,mpanompony,mpiasany,mpiasany,mpanompony,mpanompony,"servant, slave"
δοῦλος,31,unigram,masculine,accusative,singular,mpanompo,5.720800052069912,mpanompo,mpanompo,mpiasa,mpiasa,mpanompo,mpanompo,"servant, slave"
δοῦλος,109,unigram,masculine,nominative,plural,mpanompo,2.827352464394294,ankiziny,mpanompo,,,mpanompo,mpanompo,"servant, slave"
δοῦλος,215,unigram,masculine,nominative,singular,mpanompo,14.72622101817179,mpanompo,mpanompo,mpanompo,mpanompo,mpanompo,mpanompo,"servant, slave"
πρόβατον,337,unigram,neuter,accusative,plural,ondry,5439.37120877968,ondry,ondry,ondry,ondry,ondry,ondry,sheep
πρόβατον,151,unigram,neuter,accusative,singular,ondriko,1.3918631648726825,,ondriko,,,,ondriko,sheep
ποιμήν,260,unigram,masculine,nominative,plural,mpiandry,1.1476038228306946,mpiandry,mpiandry,,,mpiandry,ondry,"shepherd, pastor"
ποιμήν,298,unigram,masculine,nominative,singular,ondry,4.190817969817006,mpiandry,ondry,ondry,ondry,ondry,ondry,"shepherd, pastor"
σημεῖον,147,unigram,neuter,accusative,plural,famantarana,1049.7071063194014,fahagagana,famantarana,famantarana,famantarana,famantarana,famantarana,sign
σημεῖον,134,unigram,neuter,accusative,singular,famantarana,17108.449323127785,famantarana,famantarana,famantarana,famantarana,famantarana,famantarana,sign
σημεῖον,48,unigram,neuter,nominative,plural,famantarana,294.94496436760244,famantarana,famantarana,famantarana,famantarana,famantarana,famantarana,sign
σημεῖον,97,unigram,neuter,nominative,singular,famantarana,265.10617294717866,famantarana,famantarana,famantarana,famantarana,famantarana,famantarana,sign
δραχμή,178,unigram,feminine,accusative,singular,,,vehivavy,farantsakely,vola,vola,very,farantsakely,"silver coin, drachma"
ἀργύριον,226,unigram,neuter,accusative,plural,vola,3.510658580908725,vola,vola,sekela,sekela,vola,vola,"silver, money"
ἀργύριον,346,unigram,neuter,accusative,singular,vola,52.06071889204785,vola,vola,vola,vola,vola,vola,"silver, money"
ἁμαρτία,293,unigram,feminine,accusative,plural,heloka,103.42310977255221,heloka,heloka,heloka,heloka,heloka,heloka,sin
ἁμαρτία,229,unigram,feminine,accusative,singular,nanan-keloka,6.40820489815329,nanan-keloka,nanan-keloka,nanam-pahotana,nanam-pahotana,nanan-keloka,nanan-keloka,sin
ἁμαρτία,301,unigram,feminine,nominative,plural,helokao,15.152296211632624,helokao,helokao,helokao,helokao,helokao,helokao,sin
ἀδελφή,324,unigram,feminine,accusative,plural,anabavy,1.9146922966032525,,anabavy,mpiray,mpiray,anabavy,anabavy,sister
ἀδελφή,141,unigram,feminine,accusative,singular,rahavaviny,48.955421672656215,rahavaviny,rahavaviny,rahavaviny,rahavaviny,rahavaviny,rahavaviny,sister
ἀδελφή,23,unigram,feminine,nominative,plural,anabaviny,3.110352177123759,anabaviny,anabaviny,,,anabaviny,anabaviny,sister
ἀδελφή,323,unigram,feminine,nominative,singular,anabaviko,2.325786715214999,anabaviko,anabaviko,Marta,Marta,anabaviko,anabaviko,sister
ῥάπισμα,161,unigram,neuter,accusative,plural,tehamaina,1.2013416367619456,tehamaina,,,,tehamaina,,"slap, strike, hit"
ῥάπισμα,286,unigram,neuter,accusative,singular,famalinao,1.2013416367619456,,famalinao,,,,famalinao,"slap, strike, hit"
πλοιάριον,245,unigram,neuter,nominative,plural,,,,nihinanany,nihinanan,nihinanan,nihinanany,,small boat
πλοιάριον,146,unigram,neuter,nominative,singular,sambokely,5.4538056971030136,sambo,sambokely,sambokely,sambokely,sambokely,sambokely,small boat
ὀψάριον,191,unigram,neuter,accusative,plural,hordea,1.3120757408451078,orja,hordea,,,varimbazaha,hordea,small fish
ὀψάριον,269,unigram,neuter,accusative,singular,hazandrano,2.4228157177816025,hazandrano,hazandrano,trondro,trondro,hazandrano,hazandrano,small fish
υἱός,53,unigram,masculine,accusative,plural,zanak,2.2068778310049377,zanak,zanak,Zebedeo,Zebedeo,zanak,Zebedio,son
υἱός,133,unigram,masculine,accusative,singular,Zanak,69.94488004490921,Zanak,Zanak,Zanak,Zanak,Zanak,Zanak'olona,son
υἱός,137,unigram,masculine,nominative,plural,zanaky,6.0824601043296385,zanaky,zanaky,miaina,miaina,zanaky,zanaky,son
υἱός,223,unigram,masculine,nominative,singular,Zanak,2393.487406266507,Zanak,Zanak,Zanak,Zanak,Zanak,Zanak'olona,son
ψυχή,296,unigram,feminine,accusative,singular,ainy,102.85686426106227,ainy,ainy,ainy,ainy,ainy,ainy,"soul, life"
ἀστήρ,307,unigram,masculine,nominative,plural,hiraraka,1.189449958564392,hiraraka,hiraraka,,,,hiraraka,star
ἀστήρ,200,unigram,masculine,nominative,singular,mandra-pijanony,1.2013523596909814,mpanjaka,mandra-pijanony,,,mandra-pijanony,,star
λίθος,311,unigram,masculine,accusative,plural,hitorahana,1.8519595372824778,hitorahana,hitoraka,hitorahana,hitorahana,vato,hitoraka,stone
λίθος,41,unigram,masculine,accusative,singular,vato,29153.785781885093,vato,vato,vato,vato,vato,vato,stone
λίθος,145,unigram,masculine,nominative,plural,vato,74.66078437117369,vato,vato,vato,vato,vato,vato,stone
λίθος,45,unigram,masculine,nominative,singular,vato,25.865722083340582,vato,vato,vato,vato,vato,vato,stone
συναγωγή,258,unigram,feminine,accusative,plural,,,sinagoga,synagoga,sinagôga,sinagôga,sinagoga*,synagoga,synagogue
συναγωγή,347,unigram,feminine,accusative,singular,,,niditra,synagoga,sinagôga,sinagôga,sinagoga*,synagoga,synagogue
τράπεζα,206,unigram,feminine,accusative,plural,mpanakalo,1.2689202727483007,nandroaka,mpanakalo,nazerany,nazerany,mpanakalo,mpanakalo,table
τράπεζα,148,unigram,feminine,accusative,singular,mpampanjanaka,1.0960768946513286,,,,,mpampanjanaka,,table
τάλαντον,78,unigram,neuter,accusative,plural,talenta,10.695528346539474,talenta,talenta,000,000,talenta,talenta,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,237,unigram,neuter,accusative,singular,talenta,12.957126833391925,talenta,talenta,,,talenta,talenta,talent (weight and monetary unit: around 20 years' wages)
φόρος,283,unigram,masculine,accusative,plural,firenenay,1.2013309189107515,,firenenay,,,,firenenay,tax
φόρος,302,unigram,masculine,accusative,singular,mandoa,1.1789932267683847,hetra,mandoa,azonay,azonay,mandoa,mandoa,tax
τελώνης,199,unigram,masculine,nominative,plural,mpamory,1.4547596503522795,Poblikanina,mpamory,mpamory,mpamory,mpamory,mpamory,tax collector
τελώνης,80,unigram,masculine,nominative,singular,mpamory,1.6287246031316722,poblikanina,mpamory,mpamory,mpamory,mpamory,mpamory,tax collector
γραμματεύς,352,unigram,masculine,nominative,plural,mpanora-dalàna,41.752861201215026,mpanora-dalàna,mpanora-dalàna,mpahay,mpahay,mpanoradalàna,mpanora-dalàna,"teacher, expert in the law, scholar, scribe"
γραμματεύς,224,unigram,masculine,nominative,singular,mpanora-dalàna,22.630168048890987,mpanora-dalàna,mpanora-dalàna,mpahay,mpahay,mpanoradalàna*,mpanora-dalàna,"teacher, expert in the law, scholar, scribe"
καθηγητής,338,unigram,masculine,nominative,plural,Mpitarika,2.853738882687776,mpampianatra,Mpitarika,Mpitarika,Mpitarika,Mpitarika,Mpitarika,"teacher, guide"
καθηγητής,236,unigram,masculine,nominative,singular,Mpitarika,2.853738882687776,mpampianatra,Mpitarika,Mpitarika,Mpitarika,Mpitarika,Mpitarika,"teacher, guide"
κλέπτης,235,unigram,masculine,nominative,singular,mpangalatra,797.6350689032727,mpangalatra,mpangalatra,mpangalatra,mpangalatra,mpangalatra,mpangalatra,thief
διαλογισμός,308,unigram,masculine,accusative,plural,fantatr,1.441393200269548,fantatr,,,,,,"thought, argument"
διαλογισμός,154,unigram,masculine,accusative,singular,anilany,1.0441163236891542,anilany,,,,,,"thought, argument"
διαλογισμός,127,unigram,masculine,nominative,plural,famonoana,1.0685114424606652,famonoana,,,,,,"thought, argument"
διαλογισμός,300,unigram,masculine,nominative,singular,,,an-tsain,fisainana,nipoitra,nipoitra,eritreritra,fisainana,"thought, argument"
θρόνος,249,unigram,masculine,accusative,singular,,,,,,,sezafiandrianan,fiandrianan,throne
χρόνος,280,unigram,masculine,accusative,plural,nahofany,1.39753156931974,nahofany,nahofany,,,namboly,nahofany,time
χρόνος,242,unigram,masculine,accusative,singular,Magy,2.049138757714772,,Magy,,,Magy,Magy,time
καιρός,150,unigram,masculine,nominative,singular,,,akaiky,akaiky,fotoanandroko,fotoanandroko,fotoanandroko,akaiky,"time, right time"
τάφος,184,unigram,masculine,accusative,singular,fasana,6.047865809207475,fasana,fasana,fasana,fasana,fasana,fasana,"tomb, grave"
μνημεῖον,15,unigram,neuter,accusative,plural,fasan,1.2423543458912507,Mila,rarivatom-pasan,fasan,fasan,fasan,rarivatom-pasan'ny,"tomb, grave"
μνημεῖον,19,unigram,neuter,accusative,singular,fasana,4735.742461241934,fasana,fasana,fasana,fasana,fasana,fasana,"tomb, grave"
μνημεῖον,87,unigram,neuter,nominative,plural,fasana,13.125460008238019,fasana,fasana,fasana,fasana,fasana,fasana,"tomb, grave"
μνημεῖον,273,unigram,neuter,nominative,singular,fasana,13.125460008238019,fasana,fasana,fasana,fasana,fasana,fasana,"tomb, grave"
θησαυρός,230,unigram,masculine,accusative,singular,amidio,1.097190566257783,,amidio,,,avia,amidio,treasure
δένδρον,96,unigram,neuter,accusative,plural,hazo,20.300643483812312,hazo,hazo,hazo,hazo,hazo,hazo,tree	
δένδρον,85,unigram,neuter,accusative,singular,hazo,17.04646250536197,hazo,hazo,hazo,hazo,hazo,,tree	
κώμη,279,unigram,feminine,accusative,plural,vohitra,16.289584514336784,vohitra,vohitra,tanàna,tanàna,vohitra,vohitra,village
κώμη,61,unigram,feminine,accusative,singular,vohitra,181.76956580086724,vohitra,vohitra,tanàna,tanàna,vohitra,vohitra,village
παρθένος,291,unigram,feminine,nominative,plural,,,virjiny,virijina,tovovavy,tovovavy,virijiny,virijina,virgin
φωνή,334,unigram,feminine,nominative,singular,feo,13.493109194301221,feo,feo,feo,feo,feo,feo,voice or sound
πόλεμος,271,unigram,masculine,accusative,plural,ady,4.161900954394574,ady,ady,ady,ady,ady,ady,war
πόλεμος,47,unigram,masculine,accusative,singular,,,hikatroka,,,,hifanandrina,mandresy,war
ὕδωρ,353,unigram,neuter,accusative,plural,rano,49.36520413631836,rano,rano,rano,rano,rano,rano,water
ὕδωρ,101,unigram,neuter,accusative,singular,rano,5173.464506745699,rano,rano,rano,rano,rano,rano,water
ὕδωρ,119,unigram,neuter,nominative,singular,rano,175.09628092707467,rano,rano,rano,rano,rano,rano,water
ὑδρία,218,unigram,feminine,accusative,plural,Fenoy,1.3167216672078015,ireo.,Fenoy,,,Fenoy,Fenoy,water jar
ὑδρία,124,unigram,feminine,accusative,singular,sininy,9.313167083127505,sininy,sininy,sininy,sininy,sininy,sininy,water jar
ὁδός,272,unigram,feminine,accusative,plural,lalana,1.886965491335928,,làlana,,,lalana,lalana,way
ὁδός,153,unigram,feminine,accusative,singular,amoron-dalana,3.296434071516565,,amoron-dàlana,amoron-dalana,amoron-dalana,amoron-dalana,amoron-dalana,way
γάμος,173,unigram,masculine,accusative,plural,fampakaram-bady,46.9164903414815,fampakaram-bady,fampakaram-bady,fanasambe,fanasambe,fampakaram-bady,fampakaram-bady,wedding
γάμος,253,unigram,masculine,accusative,singular,fampakaram-bady,2.2991364939327896,fampakaram-bady,fampakaram-bady,,,fampakaram-bady,fampakaram-bady,wedding
γυνή,118,unigram,feminine,accusative,plural,namelan,1.2024285616360821,,namelan,,,,namelan,"wife, woman"
γυνή,189,unigram,feminine,accusative,singular,vadiny,18.76774947453246,vadiny,vadiny,vady,vady,vadiny,vadiny,"wife, woman"
γυνή,128,unigram,feminine,nominative,plural,vehivavy,785.8100931788042,vehivavy,vehivavy,vehivavy,vehivavy,vehivavy,vehivavy,"wife, woman"
γυνή,132,unigram,feminine,nominative,singular,vehivavy,6.087716136269657,vehivavy,vehivavy,vehivavy,vehivavy,Ravehivavy,vehivavy,"wife, woman"
ἄνεμος,9,unigram,masculine,nominative,plural,rivotra,9.990079395310163,rivotra,rivotra,rivotra,rivotra,rivotra,rivotra,wind
ἄνεμος,75,unigram,masculine,nominative,singular,rivotra,207.7532837742832,rivotra,rivotra,rivotra,rivotra,rivotra,rivotra,wind
πνεῦμα,321,unigram,neuter,accusative,plural,fanahy,1.1371393832068208,ratsiratsy,fanahy,fanahy,fanahy,fanahy,fanahy,"wind, breath, spirit"
πνεῦμα,177,unigram,neuter,accusative,singular,Fanahy,88.96067768396551,Fanahy,Fanahy,Fanahy,Fanahy,Fanahy,Fanahy,"wind, breath, spirit"
πνεῦμα,12,unigram,neuter,nominative,plural,fanahy,1.512023144437028,fanahy,fanahy,fanahy,fanahy,fanahy,fanahy,"wind, breath, spirit"
πνεῦμα,26,unigram,neuter,nominative,singular,Fanahy,11.776078996845147,Fanahy,Fanahy,Fanahy,Fanahy,Fanahy,Fanahy,"wind, breath, spirit"
λύκος,11,unigram,masculine,nominative,plural,mitoha,1.096057314542422,mitoha,,,,,,wolf
κοιλία,95,unigram,feminine,nominative,plural,nampinono,1.201438326446709,,,nampinono,nampinono,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,197,unigram,neuter,accusative,plural,teny,4.630057420775509,am-pony,teny,nitadidy,nitadidy,teny,teny,word
ῥῆμα,175,unigram,neuter,accusative,singular,teny,1.3206722701426408,teny,teny,,,azon,teny,word
ῥῆμα,34,unigram,neuter,nominative,plural,,,tenin,teny,tenin,tenin,teny,teny,word
ῥῆμα,341,unigram,neuter,nominative,singular,tenin,1.600459089108027,,tenin,tenin,tenin,tenin,teny,word
λόγος,176,unigram,masculine,accusative,plural,teniko,19.848814287867203,teniko,teniko,teniko,teniko,teniko,teniko,word
λόγος,167,unigram,masculine,accusative,singular,teny,88.34820912930854,teny,teny,teny,teny,teny,teny,word
λόγος,163,unigram,masculine,nominative,plural,,,levona,teniko,levona,levona,teniko,teniko,word
λόγος,310,unigram,masculine,nominative,singular,teny,56.00606205842247,teny,teny,teny,teny,teny,teny,word
ἔργον,50,unigram,neuter,accusative,plural,asa,12.95868919245897,asa,asa,asa,asa,asa,asa,work
ἔργον,102,unigram,neuter,accusative,singular,asa,2.872395943310869,Asa,asa,asa,asa,manao,asa,work
ἔργον,314,unigram,neuter,nominative,plural,asany,9.859456265298673,asany,asany,asany,asany,asany,asany,work
ἔργον,290,unigram,neuter,nominative,singular,,,asan,asan,imasoan,imasoan,,asan'Andriamanitra,work
ἐργάτης,156,unigram,masculine,nominative,plural,–Be,1.1336928482466087,,,–Be,–Be,,,worker
ἐργάτης,225,unigram,masculine,nominative,singular,homena,1.0740034793546247,mendrika,hahazo,homena,homena,mpiasa,,worker
ἔτος,268,unigram,neuter,accusative,plural,taona,527.8244107081233,taona,taona,taona,taona,taona,taona,year
ζεῦγος,22,unigram,neuter,accusative,plural,,,hitsapa,,,,hamantatra,,"yoke, pair"
