lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1156_translation,version_1157_translation,english_translation
τάλαντον,185,unigram,neuter,accusative,singular,bulawan,1.377627381687936,bulawan,,talent (weight and monetary unit: around 20 years' wages)
φόρος,240,unigram,masculine,accusative,singular,mekutanakan,1.1616272760676347,mekutanakan,,tax
τελώνης,154,unigram,masculine,nominative,plural,passima,1.1857010582830636,passima,,tax collector
τελώνης,59,unigram,masculine,nominative,singular,tuang,1.5534406356842354,tuang,,tax collector
γραμματεύς,284,unigram,masculine,nominative,plural,untarru,1.0828573391105258,untarru,,"teacher, expert in the law, scholar, scribe"
γραμματεύς,173,unigram,masculine,nominative,singular,untarru,1.1571170441266565,untarru,,"teacher, expert in the law, scholar, scribe"
καθηγητής,271,unigram,masculine,nominative,plural,Perepi'mua,1.1616184254366737,Perepi'mua,,"teacher, guide"
καθηγητής,184,unigram,masculine,nominative,singular,Perepi'mua,1.1616184254366737,Perepi'mua,,"teacher, guide"
κλέπτης,183,unigram,masculine,nominative,singular,maboko,2.588871667514745,maboko,,thief
διαλογισμός,119,unigram,masculine,accusative,singular,pake'de,1.1434589167981457,pake'de,,"thought, argument"
διαλογισμός,238,unigram,masculine,nominative,singular,kasipekkaan,1.213025315678393,kasipekkaan,,"thought, argument"
θρόνος,3,unigram,masculine,accusative,plural,ummokko'koa,1.0962597735187187,ummokko'koa,,throne
θρόνος,196,unigram,masculine,accusative,singular,nenena,1.0355069289121135,nenena,,throne
χρόνος,219,unigram,masculine,accusative,plural,natananni,1.0963047455737722,natananni,,time
χρόνος,189,unigram,masculine,accusative,singular,penono'na,1.1300329371009172,penono'na,,time
καιρός,116,unigram,masculine,nominative,singular,attunna,1.1258618550859214,attunna,,"time, right time"
μνημεῖον,10,unigram,neuter,accusative,plural,tadanna,1.275685625961013,tadanna,,"tomb, grave"
μνημεῖον,13,unigram,neuter,accusative,singular,liang,1.9074708220275536,liang,,"tomb, grave"
θησαυρός,178,unigram,masculine,accusative,singular,allinna,1.1386778882894104,allinna,,treasure
δένδρον,73,unigram,neuter,accusative,plural,kayu,1.1476067612096064,kayu,,tree	
κώμη,218,unigram,feminine,accusative,plural,ullelean,1.0168889229642353,ullelean,,village
κώμη,44,unigram,feminine,accusative,singular,tondok,2.1235307781475563,tondok,,village
παρθένος,228,unigram,feminine,nominative,plural,anak,1.0554470365920012,anak,,virgin
φωνή,267,unigram,feminine,nominative,singular,kamara,1.4512826883433112,kamara,,voice or sound
πόλεμος,213,unigram,masculine,accusative,plural,tangngiapi,1.6252539512286204,tangngiapi,,war
ὕδωρ,286,unigram,neuter,accusative,plural,wai,1.2440343306738808,wai,,water
ὕδωρ,77,unigram,neuter,accusative,singular,wai,3.7638712137995296,wai,,water
ὕδωρ,92,unigram,neuter,nominative,singular,wai,1.2517544395591282,wai,,water
ὁδός,118,unigram,feminine,accusative,singular,lalan,3.9333149112036834,lalan,,way
γάμος,135,unigram,masculine,accusative,plural,ditambai,1.0557032364890837,ditambai,,wedding
γάμος,199,unigram,masculine,accusative,singular,petamba,1.4364425444162645,petamba,,wedding
γυνή,148,unigram,feminine,accusative,singular,bainena,2.2868884780823446,bainena,,"wife, woman"
γυνή,97,unigram,feminine,nominative,plural,baine,1.4245443070069819,baine,,"wife, woman"
γυνή,100,unigram,feminine,nominative,singular,bainee,1.079402494894592,bainee,,"wife, woman"
ἄνεμος,56,unigram,masculine,nominative,singular,mattan,1.0521828607539907,mattan,,wind
πνεῦμα,257,unigram,neuter,accusative,plural,Katampakan,1.1553619966759874,Katampakan,,"wind, breath, spirit"
πνεῦμα,140,unigram,neuter,accusative,singular,Penawa,1.9341424995826848,Penawa,,"wind, breath, spirit"
πνεῦμα,19,unigram,neuter,nominative,singular,Penawa,2.203065854818495,Penawa,,"wind, breath, spirit"
κοιλία,71,unigram,feminine,nominative,plural,tamanang,1.0442194314771205,tamanang,,"womb, stomach, source of feelings and emotions"
ῥῆμα,153,unigram,neuter,accusative,plural,Angganna,1.0728819866796928,Angganna,,word
ῥῆμα,137,unigram,neuter,accusative,singular,umpekutananni,1.0809504130217409,umpekutananni,,word
λόγος,138,unigram,masculine,accusative,plural,battakadangku,1.3217835302495835,battakadangku,,word
λόγος,129,unigram,masculine,accusative,singular,battakadanna,2.0519196487153666,battakadanna,,word
λόγος,127,unigram,masculine,nominative,plural,Langi,1.0932123694375098,Langi,,word
λόγος,246,unigram,masculine,nominative,singular,kareba,1.0365371787124835,kareba,,word
ἔργον,35,unigram,neuter,accusative,plural,Ambeku,1.4367799149207419,Ambeku,,work
