lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_737_translation,version_738_translation,version_739_translation,english_translation
καθηγητής,315,unigram,masculine,nominative,plural,učiteljima,1.161293917469705,učiteljima,,,"teacher, guide"
καθηγητής,218,unigram,masculine,nominative,singular,učiteljima,1.161293917469705,učiteljima,,,"teacher, guide"
κλέπτης,82,unigram,masculine,nominative,plural,lopovi,2.3479891379700626,lopovi,,lopovi,thief
κλέπτης,217,unigram,masculine,nominative,singular,lopov,5.689529228698639,lopov,lopov,lopov,thief
διαλογισμός,286,unigram,masculine,accusative,plural,znao,1.299786079861284,,znao,,"thought, argument"
διαλογισμός,141,unigram,masculine,accusative,singular,,,misao,misli,uza,"thought, argument"
διαλογισμός,115,unigram,masculine,nominative,plural,misli,2.7617768200261597,misli,misli,srca,"thought, argument"
διαλογισμός,279,unigram,masculine,nominative,singular,,,misao,,razmišljati,"thought, argument"
θρόνος,230,unigram,masculine,accusative,singular,prijestolje,1.2013845589884997,prijestolje,prijestolje,,throne
χρόνος,258,unigram,masculine,accusative,plural,,,duže,dulje,,time
χρόνος,223,unigram,masculine,accusative,singular,,,vremena,dugo,,time
καιρός,137,unigram,masculine,nominative,singular,vrijeme,9.169172943699433,vrijeme,vrijeme,vrijeme,"time, right time"
τάφος,169,unigram,masculine,accusative,singular,grob,2.3021453809487613,grobnicu,grob,grob,"tomb, grave"
μνημεῖον,14,unigram,neuter,accusative,plural,,,gradite,grobnice,prorocima,"tomb, grave"
μνημεῖον,18,unigram,neuter,accusative,singular,grob,5.386942824673192,grobnice,grob,grob,"tomb, grave"
μνημεῖον,78,unigram,neuter,nominative,plural,grobovi,1.9999484165552333,grobovi,,,"tomb, grave"
μνημεῖον,251,unigram,neuter,nominative,singular,,,grobnica,grob,,"tomb, grave"
ὀδούς,70,unigram,masculine,accusative,singular,zub,1.5764526627228987,,zub,zub,tooth
θησαυρός,211,unigram,masculine,accusative,singular,blago,1.8018871547248847,blago,,blago,treasure
δένδρον,86,unigram,neuter,accusative,plural,,,stabla,drveće,,tree	
δένδρον,76,unigram,neuter,accusative,singular,stablo,3.999795573155694,stablo,,stablo,tree	
κώμη,257,unigram,feminine,accusative,plural,sela,8.993445516311782,sela,sela,sela,village
κώμη,53,unigram,feminine,accusative,singular,selo,38.3220688475037,selo,selo,selo,village
παρθένος,269,unigram,feminine,nominative,plural,djevice,3.9997962573930907,djevice,djevojke,djevice,virgin
φωνή,311,unigram,feminine,nominative,singular,glas,8.948989815449087,glas,glas,glas,voice or sound
πόλεμος,249,unigram,masculine,accusative,plural,,,ratove,kraj,,war
ὕδωρ,329,unigram,neuter,accusative,plural,vodi,2.3850270200225143,vodi,hodajući,vodi,water
ὕδωρ,90,unigram,neuter,accusative,singular,vodu,5.917732826923084,vodu,vodu,vodu,water
ὕδωρ,107,unigram,neuter,nominative,singular,voda,23.91125692329136,voda,voda,voda,water
ὑδρία,198,unigram,feminine,accusative,plural,vrha,1.0960524252565438,,,vrha,water jar
ὑδρία,112,unigram,feminine,accusative,singular,,,otišla,sugrađanima,,water jar
ὁδός,250,unigram,feminine,accusative,plural,,,puteve,,napuni,way
ὁδός,140,unigram,feminine,accusative,singular,put,8.517905537996983,put,put,put,way
γάμος,158,unigram,masculine,accusative,plural,svadbu,37.19847966199773,svadbu,svadbu,svadbu,wedding
γάμος,233,unigram,masculine,accusative,singular,svadbu,1.201449095271969,svadbu,svadbu,pozvani,wedding
γυνή,106,unigram,feminine,accusative,plural,,,otpuštati,razvodite,ustupak,"wife, woman"
γυνή,173,unigram,feminine,accusative,singular,ženu,5.416926583390217,ženu,ženu,ženu,"wife, woman"
γυνή,116,unigram,feminine,nominative,plural,žene,10.147505815967438,žene,žene,žene,"wife, woman"
γυνή,120,unigram,feminine,nominative,singular,žena,220.5044164247182,žena,žena,žena,"wife, woman"
ἄνεμος,8,unigram,masculine,nominative,plural,vjetrovi,3.5979833617669765,vjetrovi,vjetrovi,vjetrovi,wind
ἄνεμος,66,unigram,masculine,nominative,singular,vjetar,20.130498683566135,vjetar,vjetar,vjetar,wind
πνεῦμα,299,unigram,neuter,accusative,plural,Na,1.1150916654517589,,,Na,"wind, breath, spirit"
πνεῦμα,163,unigram,neuter,accusative,singular,Duha,3.397071769992673,Duha,Duha,Duha,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,duhovi,3.7804689474572934,duhovi,duhovi,,"wind, breath, spirit"
πνεῦμα,23,unigram,neuter,nominative,singular,Duh,3.4470758918774096,Duh,Duh,Duh,"wind, breath, spirit"
ῥῆμα,179,unigram,neuter,accusative,plural,riječi,6.583774718348207,riječi,,riječi,word
ῥῆμα,160,unigram,neuter,accusative,singular,razumjeli,1.3950843694309452,,razumjeli,razumjeli,word
ῥῆμα,31,unigram,neuter,nominative,plural,,,riječi,duh,,word
ῥῆμα,318,unigram,neuter,nominative,singular,,,riječ,,ništa,word
λόγος,161,unigram,masculine,accusative,plural,riječi,1.573206706830811,besjede,riječi,riječi,word
λόγος,153,unigram,masculine,accusative,singular,,,riječ,učenje,Riječ,word
λόγος,150,unigram,masculine,nominative,plural,,,Nebo,Zemlja,ostaju,word
λόγος,288,unigram,masculine,nominative,singular,riječ,2.887326582482601,riječ,učenje,riječ,word
ἔργον,42,unigram,neuter,accusative,plural,djela,48.9923303723261,djela,djela,djela,work
ἔργον,91,unigram,neuter,accusative,singular,djelo,4.979937048663935,djelo,djelo,djelo,work
ἔργον,292,unigram,neuter,nominative,plural,djela,17.531300868075704,djela,djela,djela,work
ἔργον,268,unigram,neuter,nominative,singular,,,djelo,volja.,,work
ἐργάτης,143,unigram,masculine,nominative,plural,,,,radnika,Žetva,worker
ἐργάτης,205,unigram,masculine,nominative,singular,radnik,1.9999489783035076,radnik,,,worker
ἔτος,246,unigram,neuter,accusative,plural,godina,14.555076180180507,godina,godina,godina,year
ἔτος,174,unigram,neuter,accusative,singular,godine,1.6154348933207163,,,godine,year
