lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1249_translation,version_1250_translation,english_translation
πνεῦμα,154,unigram,neuter,accusative,singular,Bolimo,3.9024616233926674,Bolimo,Bolimo,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,,,belimo,bekali,"wind, breath, spirit"
πνεῦμα,22,unigram,neuter,nominative,singular,Bolimo,3.604647584359988,Bolimo,Bolimo,"wind, breath, spirit"
λύκος,10,unigram,masculine,nominative,plural,nkoi,1.1613200159490844,,nkoi,wolf
ῥῆμα,172,unigram,neuter,accusative,plural,,,aofonga,baoyi,word
ῥῆμα,152,unigram,neuter,accusative,singular,joi,1.15411003893653,joi,joi,word
ῥῆμα,29,unigram,neuter,nominative,plural,baoyi,1.2879918357162614,,baoyi,word
ῥῆμα,310,unigram,neuter,nominative,singular,limoko,1.1637025841408244,limoko,,word
λόγος,153,unigram,masculine,accusative,plural,,,baoyiʼane,baoyi,word
λόγος,145,unigram,masculine,accusative,singular,joi,4.753389206554902,joi,joi,word
λόγος,142,unigram,masculine,nominative,plural,baoyiʼakami,1.2261920848008092,baoyiʼakami,,word
λόγος,279,unigram,masculine,nominative,singular,joi,3.583609522088681,joi,joi,word
ἔργον,43,unigram,neuter,accusative,plural,belemo,8.564267611112589,belemo,belemo,work
ἔργον,86,unigram,neuter,accusative,singular,bolemo,8.422687298191663,bolemo,bolemo,work
ἔργον,283,unigram,neuter,nominative,plural,,,fole,belemo,work
ἐργάτης,199,unigram,masculine,nominative,singular,eji,2.801851792475634,eji,eji,worker
ἔτος,242,unigram,neuter,accusative,plural,,,mbula,années,year
ἔτος,165,unigram,neuter,accusative,singular,année,1.7457858768665964,,année,year
ζεῦγος,237,unigram,neuter,accusative,singular,Bimpompo,1.096057314542422,,Bimpompo,"yoke, pair"
