lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1942_translation,version_1943_translation,version_1944_translation,version_1945_translation,english_translation
κλέπτης,196,unigram,masculine,nominative,singular,hırsız,3.289092051988114,hırsız,hırsız,hırsız,хърсъз,thief
διαλογισμός,257,unigram,masculine,accusative,plural,,,,düşündüklerini,düşüncelerini,,"thought, argument"
διαλογισμός,127,unigram,masculine,accusative,singular,düşünceyi,1.0960817954296525,,düşünceyi,,,"thought, argument"
διαλογισμός,105,unigram,masculine,nominative,plural,düşünceler,2.1672109258824723,,düşünceler,düşünceler,,"thought, argument"
διαλογισμός,250,unigram,masculine,nominative,singular,,,tartışmaya,tartışma,,тартъшмая,"thought, argument"
χρόνος,235,unigram,masculine,accusative,plural,kiraya,1.0961210847775034,,,kiraya,,time
χρόνος,201,unigram,masculine,accusative,singular,,,anlayınca,süre,,анлайънджа,time
καιρός,124,unigram,masculine,nominative,singular,,,yaklaştı,zamanım,yakındır,яклаштъ,"time, right time"
τάφος,151,unigram,masculine,accusative,singular,mezarı,2.873122304465833,mezarı,mezarı,kabri,мезаръ,"tomb, grave"
μνημεῖον,13,unigram,neuter,accusative,plural,,,anıtlarını,mezarlarını,türbelerini,анътларънъ,"tomb, grave"
μνημεῖον,17,unigram,neuter,accusative,singular,mezara,16.79631432973392,mezara,mezara,kabre,мезара,"tomb, grave"
μνημεῖον,75,unigram,neuter,nominative,plural,,,,mezarlar,kabirler,,"tomb, grave"
μνημεῖον,229,unigram,neuter,nominative,singular,,,,mezar,kabir,,"tomb, grave"
θησαυρός,87,unigram,masculine,accusative,plural,,,girip,,,гирип,treasure
θησαυρός,192,unigram,masculine,accusative,singular,varsa,1.1774056506895965,,,varsa,,treasure
δένδρον,73,unigram,neuter,accusative,singular,ağaç,7.999386727302836,ağaç,ağaç,ağaç,аач,tree	
κώμη,234,unigram,feminine,accusative,plural,köylere,1.7866857297974343,köylere,kasabalara,köylere,кьойлере,village
κώμη,54,unigram,feminine,accusative,singular,köye,9.43561584218361,köye,kasabaya,köye,кьойе,village
παρθένος,243,unigram,feminine,nominative,plural,erden,1.887566349315513,,erden,,,virgin
φωνή,280,unigram,feminine,nominative,singular,ses,11.250491463691004,ses,ses,ses,сес,voice or sound
πόλεμος,228,unigram,masculine,accusative,plural,,,Savaş,,sonu,Саваш,war
ὕδωρ,297,unigram,neuter,accusative,plural,suların,1.9561359254629278,suyun,suların,suların,суйун,water
ὕδωρ,85,unigram,neuter,accusative,singular,su,5.762478678543871,su,su,su,су,water
ὕδωρ,98,unigram,neuter,nominative,singular,su,17.167634535631507,su,su,su,су,water
ὑδρία,182,unigram,feminine,accusative,plural,Küpleri,1.0960524252565438,,,Küpleri,,water jar
ὑδρία,102,unigram,feminine,accusative,singular,testisini,1.8609257033591318,testisini,testisini,testisini,,water jar
ὁδός,126,unigram,feminine,accusative,singular,yolunu,6.131353871947382,yolunu,yolunu,yolunu,йолуну,way
γάμος,141,unigram,masculine,accusative,plural,,,şölene,düğün,düğüne,шьолене,wedding
γάμος,211,unigram,masculine,accusative,singular,çağrılmışlardı,1.1613985352799874,çağrılmışlardı,,,,wedding
γυνή,156,unigram,feminine,accusative,singular,karısını,4.52424032702871,karısını,karısını,karısını,каръсънъ,"wife, woman"
γυνή,106,unigram,feminine,nominative,plural,kadınlar,7.323253080227025,kadınlar,kadınlar,kadınlar,,"wife, woman"
γυνή,110,unigram,feminine,nominative,singular,kadın,8.702731089204809,kadın,kadın,kadın,кадън,"wife, woman"
ἄνεμος,7,unigram,masculine,nominative,plural,yeller,1.5323326319075297,,,yeller,,wind
ἄνεμος,66,unigram,masculine,nominative,singular,rüzgar,1.7373088915119979,rüzgar,rüzgar,yel,рюзгар,wind
πνεῦμα,268,unigram,neuter,accusative,plural,kötü,1.0478647827987757,kötü,kötü,ilkinden,кьотю,"wind, breath, spirit"
πνεῦμα,146,unigram,neuter,accusative,singular,Ruh,3.0983459081135645,Ruh,Ruh,ruhu,Рух,"wind, breath, spirit"
πνεῦμα,10,unigram,neuter,nominative,plural,ruhlar,3.878757279652618,ruhlar,ruhlar,ruhlar,рухлар,"wind, breath, spirit"
πνεῦμα,23,unigram,neuter,nominative,singular,Ruh,1.9680135292178884,Ruh,Ruh,ruh,Рух,"wind, breath, spirit"
ῥῆμα,163,unigram,neuter,accusative,plural,sözleri,5.2001288899922455,sözleri,sözleri,sözleri,сьозлери,word
ῥῆμα,143,unigram,neuter,accusative,singular,,,sormaktan,çekindiler,sözü,сормактан,word
ῥῆμα,30,unigram,neuter,nominative,plural,sözler,5.825041955579358,sözler,sözler,sözler,сьозлер,word
ῥῆμα,286,unigram,neuter,nominative,singular,,,şey,,söz,шей,word
λόγος,144,unigram,masculine,accusative,plural,,,,sözlerimi,sözleri,,word
λόγος,136,unigram,masculine,accusative,singular,sözü,13.717213470515555,sözü,sözü,sözü,сьозю,word
λόγος,135,unigram,masculine,nominative,plural,geçecek,1.0503229686033424,,,geçecek,,word
λόγος,259,unigram,masculine,nominative,singular,söz,3.2111132667465934,sözü,söz,söz,сьозю,word
ἔργον,43,unigram,neuter,accusative,plural,işleri,2.133807957712583,işleri,işleri,işlerini,ишлери,work
ἔργον,86,unigram,neuter,accusative,singular,,,üzüyorsunuz,yararlı,iş,юзюйорсунуз,work
ἔργον,262,unigram,neuter,nominative,plural,,,işler,ediyor,işleri,ишлер,work
ἔργον,242,unigram,neuter,nominative,singular,,,etmenizdir,,işi,етмениздир,work
ἐργάτης,129,unigram,masculine,nominative,plural,işçi,1.0647501341848278,,işçi,,,worker
ἐργάτης,188,unigram,masculine,nominative,singular,işçi,2.2555411431280583,işçi,işçi,işçi,ишчи,worker
ἔτος,225,unigram,neuter,accusative,plural,yıldır,6.565092336235773,yıldır,yıldır,yıldır,йълдър,year
ἔτος,157,unigram,neuter,accusative,singular,yıl,5.586067597317289,yıl,yıl,yıl,йъл,year
ζεῦγος,19,unigram,neuter,accusative,plural,öküz,1.0960524252565438,,öküz,,,"yoke, pair"
