lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1513_translation,version_1514_translation,version_1515_translation,version_1516_translation,version_1517_translation,english_translation
σημεῖον,138,unigram,neuter,accusative,plural,cudów,1.7996321469105807,cudów,znaków,znaków,cudów,cudów,sign
σημεῖον,125,unigram,neuter,accusative,singular,znak,3.287142463811142,,znaku,znak,cudu,znak,sign
σημεῖον,43,unigram,neuter,nominative,plural,znaki,14.128788647637725,znaki,znaki,znaki,pojawią,znaki,sign
σημεῖον,87,unigram,neuter,nominative,singular,znak,2.293771544129494,znamię,znakiem,znak,znaku,znak,sign
δραχμή,166,unigram,feminine,accusative,singular,,,straciła,znajdzie,drachmę,,,"silver coin, drachma"
ἀργύριον,211,unigram,neuter,accusative,plural,srebrników,1.7976455973929188,srebrników,srebrników,srebra,srebrnych,srebrników,"silver, money"
ἀργύριον,327,unigram,neuter,accusative,singular,pieniądze,5.574975353106447,pieniądze,pieniądze,srebro,,pieniądze,"silver, money"
ἁμαρτία,274,unigram,feminine,accusative,plural,grzechy,14.683305520182884,grzechy,grzechy,grzechy,grzechy,grzechy,sin
ἁμαρτία,214,unigram,feminine,accusative,singular,grzechu,2.104996580550361,grzech,grzechu,grzechu,grzechu,grzech,sin
ἁμαρτία,283,unigram,feminine,nominative,plural,grzechy,7.68344305234207,grzechy,grzechy,grzechy,grzechy,grzechy,sin
ἁμαρτία,280,unigram,feminine,nominative,singular,grzech,7.5491348120763755,grzech,grzech,,,grzech,sin
ἀδελφή,305,unigram,feminine,accusative,plural,braci,1.3044004516453247,dzieci,braci,braci,braci,braci,sister
ἀδελφή,131,unigram,feminine,accusative,singular,siostrę,14.000200392684915,siostrę,siostrę,siostrę,jej,siostrę,sister
ἀδελφή,20,unigram,feminine,nominative,plural,siostry,11.303408664243475,siostry,siostry,siostry,siostry,nas,sister
ἀδελφή,304,unigram,feminine,nominative,singular,siostra,16.63027013577889,siostra,siostra,siostra,siostra,siostra,sister
ῥάπισμα,150,unigram,neuter,accusative,plural,królu,1.096057314542422,,,,,królu,"slap, strike, hit"
ῥάπισμα,267,unigram,neuter,accusative,singular,wymierzył,1.2013416367619456,wyciął,wymierzył,arcykapłanowi,,wymierzył,"slap, strike, hit"
πλοιάριον,137,unigram,neuter,nominative,singular,tłum,1.1905276462536252,,,,tłum,,small boat
ὀψάριον,179,unigram,neuter,accusative,plural,jęczmiennych,1.213811037173382,,,jęczmiennych,jęczmiennych,rybki,small fish
ὀψάριον,251,unigram,neuter,accusative,singular,rybę,2.290086101638939,rybę,chleb,rybę,,rybę,small fish
υἱός,48,unigram,masculine,accusative,plural,synów,17.091608709372345,,synów,synów,synów,synów,son
υἱός,124,unigram,masculine,accusative,singular,Syna,6.167664370790533,Syna,Syna,Syna,Syna,Syna,son
υἱός,127,unigram,masculine,nominative,plural,synowie,56.15547913714983,synowie,synowie,synowie,synowie,synowie,son
υἱός,208,unigram,masculine,nominative,singular,Syn,5.469504908600244,Syn,Syn,Syn,Syn,Syn,son
ψυχή,277,unigram,feminine,accusative,singular,życie,17.229328975754672,duszę,duszę,życie,życie,życie,"soul, life"
ἀστήρ,289,unigram,masculine,nominative,plural,gwiazdy,1.0595352057902494,gwiazdy,,,,,star
λίθος,293,unigram,masculine,accusative,plural,kamienie,2.1193341680275863,,,kamienie,kamienie,,stone
λίθος,37,unigram,masculine,accusative,singular,kamień,605.4143011884233,kamień,kamień,kamień,kamień,kamień,stone
λίθος,136,unigram,masculine,nominative,plural,kamienie,103.45596460355256,kamienie,kamienie,kamienie,kamienie,kamienie,stone
λίθος,41,unigram,masculine,nominative,singular,kamień,30.980555830365574,kamień,kamień,kamień,kamień,kamień,stone
συναγωγή,242,unigram,feminine,accusative,plural,synagogach,3.832931530741144,bóżnicach,synagogach,zgromadzeń,synagogach,synagogach,synagogue
συναγωγή,328,unigram,feminine,accusative,singular,synagogi,5.00213411470375,bóżnicy,synagogi,bóżnicy,synagogi,synagogi,synagogue
τράπεζα,191,unigram,feminine,accusative,plural,stoły,2.0065422675537725,,stoły,stoły,,,table
τράπεζα,139,unigram,feminine,accusative,singular,banku,1.0960768946513286,,,,,banku,table
τάλαντον,71,unigram,neuter,accusative,plural,talentów,4.2038573160386505,talentów,talentów,talentów,tysięcy,talentów,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,222,unigram,neuter,accusative,singular,talent,77.56117396545109,talent,talent,talent,pieniądze,talent,talent (weight and monetary unit: around 20 years' wages)
φόρος,284,unigram,masculine,accusative,singular,płacić,1.122608048569835,,płacić,cesarzowi,,płacić,tax
τελώνης,185,unigram,masculine,nominative,plural,celnicy,25.680433462459344,celnicy,celnicy,podatków,poborcy,celnicy,tax collector
τελώνης,73,unigram,masculine,nominative,singular,celnik,51.88446519928725,celnik,celnik,celnik,,celnik,tax collector
γραμματεύς,332,unigram,masculine,nominative,plural,,,,Prawa,Piśmie,religijni,,"teacher, expert in the law, scholar, scribe"
γραμματεύς,209,unigram,masculine,nominative,singular,Piśmie,2.0083133076081845,Piśmie,znawca,Piśmie,jeden,uczony,"teacher, expert in the law, scholar, scribe"
καθηγητής,318,unigram,masculine,nominative,plural,mistrzami,1.3289639189931255,mistrzami,,mistrzami,,mistrzami,"teacher, guide"
καθηγητής,221,unigram,masculine,nominative,singular,mistrzami,1.3289639189931255,mistrzami,,mistrzami,,mistrzami,"teacher, guide"
κλέπτης,82,unigram,masculine,nominative,plural,złodzieje,2.3479891379700626,złodzieje,złodzieje,,,,thief
κλέπτης,220,unigram,masculine,nominative,singular,złodziej,7.046391945610915,złodziej,złodziej,złodziej,,złodziej,thief
διαλογισμός,290,unigram,masculine,accusative,plural,myśli,4.178292724695755,myśli,,,myśli,myśli,"thought, argument"
διαλογισμός,143,unigram,masculine,accusative,singular,myśl,1.9685332863661749,myśl,,myśl,znając,myśl,"thought, argument"
διαλογισμός,116,unigram,masculine,nominative,plural,myśli,5.054144176431395,myśli,,myśli,myśli,myśli,"thought, argument"
διαλογισμός,282,unigram,masculine,nominative,singular,,,wszczęła,nurtować,,posprzeczali,Wszczęła,"thought, argument"
θρόνος,233,unigram,masculine,accusative,singular,tron,1.5085000032591167,stolicę,,tron,tron,tron,throne
χρόνος,262,unigram,masculine,accusative,plural,dłuższy,1.2730621934038284,niemały,dłuższy,,długi,dłuższy,time
χρόνος,226,unigram,masculine,accusative,singular,czas,3.5742546485606925,,czas,czas,mędrców,czas,time
καιρός,140,unigram,masculine,nominative,singular,czas,80.46529119671942,czas,czas,czas,czas,czas,"time, right time"
τάφος,171,unigram,masculine,accusative,singular,grób,8.539428207618505,grób,grób,grób,pierwszego,grobowiec,"tomb, grave"
μνημεῖον,14,unigram,neuter,accusative,plural,prorokom,1.059635501801185,,prorokom,,,,"tomb, grave"
μνημεῖον,17,unigram,neuter,accusative,singular,,,grobu,grobowca,grobowca,środka,grobu,"tomb, grave"
μνημεῖον,78,unigram,neuter,nominative,plural,groby,3.7746875362025487,groby,,grobowce,groby,,"tomb, grave"
μνημεῖον,255,unigram,neuter,nominative,singular,grobowiec,4.425440268730122,grób,grobowiec,grobowiec,,,"tomb, grave"
ὀδούς,72,unigram,masculine,accusative,singular,ząb,1.4434867275506928,ząb,ząb,ząb,ząb,,tooth
θησαυρός,215,unigram,masculine,accusative,singular,skarb,3.401404195808009,skarb,skarb,skarb,,skarb,treasure
δένδρον,86,unigram,neuter,accusative,plural,drzewa,18.642873304941897,drzewa,drzewa,drzewa,drzewa,drzewa,tree	
κώμη,261,unigram,feminine,accusative,plural,miasteczek,2.089944768390283,miasteczek,,miasteczek,wiosek,,village
κώμη,56,unigram,feminine,accusative,singular,miasteczka,13.632949665237469,miasteczka,wsi,miasteczka,,wioski,village
παρθένος,272,unigram,feminine,nominative,plural,dziewice,2.8096536470221896,panny,,dziewice,,dziewice,virgin
φωνή,199,unigram,feminine,nominative,plural,domagał,1.0962947350724574,,,,domagał,,voice or sound
φωνή,314,unigram,feminine,nominative,singular,głos,7.607952817685925,głos,głos,głos,głos,głos,voice or sound
πόλεμος,253,unigram,masculine,accusative,plural,wojnach,1.5160150097213294,,wojnach,wojnach,,wojnach,war
ὕδωρ,333,unigram,neuter,accusative,plural,wodzie,4.702383834757186,wodzie,wodzie,wodach,,wodzie,water
ὕδωρ,91,unigram,neuter,accusative,singular,wodę,2.8765221744011766,wodę,wody,wodę,wodę,wody,water
ὕδωρ,108,unigram,neuter,nominative,singular,woda,38.572520055960474,woda,wody,woda,woda,woda,water
ὑδρία,113,unigram,feminine,accusative,singular,wiadro,1.2013309189107515,wiadro,pobiegła,,,wiadro,water jar
ὁδός,254,unigram,feminine,accusative,plural,drogi,38.901421046557495,drogi,drogi,drogi,napotkanych,drogi,way
ὁδός,142,unigram,feminine,accusative,singular,drogę,11.609173526223987,drogę,drogę,drogę,drogę,drogę,way
γάμος,160,unigram,masculine,accusative,plural,wesele,71.47375169258726,wesele,wesele,gody,wesele,wesele,wedding
γάμος,237,unigram,masculine,accusative,singular,,,,zaproszony,wesele,Zaproszono,,wedding
γυνή,107,unigram,feminine,accusative,plural,żony,1.2024285616360821,żony,,,,żony,"wife, woman"
γυνή,176,unigram,feminine,accusative,singular,żonę,26.595991959353515,żonę,,żonę,żoną,żonę,"wife, woman"
γυνή,117,unigram,feminine,nominative,plural,,,niewiasty,kobiety,niewiasty,kobiet,kobiety,"wife, woman"
γυνή,123,unigram,feminine,nominative,singular,kobieta,30.50159086630169,niewiasta,kobieta,niewiasta,kobieta,kobieta,"wife, woman"
ἄνεμος,9,unigram,masculine,nominative,plural,wiatry,2.3480432948086567,wiatry,,wiatry,,wichry,wind
ἄνεμος,69,unigram,masculine,nominative,singular,wiatr,183.79453688792884,wiatr,wiatr,wiatr,wiatr,wiatr,wind
πνεῦμα,165,unigram,neuter,accusative,singular,Ducha,2.89405642537995,ducha,Ducha,Ducha,Ducha,Ducha,"wind, breath, spirit"
πνεῦμα,11,unigram,neuter,nominative,plural,duchy,2.728900006166859,,duchy,,duchy,duchy,"wind, breath, spirit"
πνεῦμα,23,unigram,neuter,nominative,singular,Duch,20.036029521888782,duch,Duch,Duch,Duch,Duch,"wind, breath, spirit"
ῥῆμα,183,unigram,neuter,accusative,plural,słowa,4.967168112254027,słowa,słowa,zachowywała,zachowywała,słowa,word
ῥῆμα,162,unigram,neuter,accusative,singular,słowa,1.8924418414986852,słowa,które,zapytać,wyjaśnienie,słowa,word
ῥῆμα,31,unigram,neuter,nominative,plural,słowa,19.714178552109477,słowa,słowa,słowa,,słowa,word
ῥῆμα,322,unigram,neuter,nominative,singular,słowo,2.904499165923056,słowo,,sprawa,mogli,słowo,word
λόγος,163,unigram,masculine,accusative,plural,słów,5.600746411320883,słów,słów,słów,Kto,słów,word
λόγος,155,unigram,masculine,accusative,singular,słowa,3.448702605256777,słowa,Słowo,słowo,słowa,słowa,word
λόγος,152,unigram,masculine,nominative,plural,przeminą,1.1032386574235389,,przeminą,słowa,przeminą,Niebo,word
λόγος,292,unigram,masculine,nominative,singular,słowo,12.845644014583712,słowo,Słowo,słowo,słowo,słowo,word
ἔργον,45,unigram,neuter,accusative,plural,,,sprawy,dzieł,dzieła,Ojcu,,work
ἔργον,93,unigram,neuter,accusative,singular,uczynek,2.0838171290342062,uczynek,,,,uczynek,work
ἔργον,296,unigram,neuter,nominative,plural,,,sprawy,dzieła,,czyny,uczynki,work
ἔργον,271,unigram,neuter,nominative,singular,,,sprawa,,,,dzieło,work
ἐργάτης,145,unigram,masculine,nominative,plural,Żniwo,1.0647501341848278,,Żniwo,,,,worker
ἐργάτης,210,unigram,masculine,nominative,singular,robotnik,3.3707921742566267,robotnik,robotnik,robotnik,,Godny,worker
ἔτος,250,unigram,neuter,accusative,plural,lat,1080.714302939378,lat,lat,lat,lat,lat,year
ἔτος,177,unigram,neuter,accusative,singular,rok,3.774874624184339,rok,,rok,roku,,year
