lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2133_translation,version_2134_translation,version_2135_translation,version_2136_translation,english_translation
δίκτυον,102,unigram,neuter,accusative,plural,δίχτυα,134.01025333379442,δίχτυα,δίχτυα,δίχτυα,δίχτυα,fishing net
δίκτυον,189,unigram,neuter,accusative,singular,δίχτυ,3.6575440146022364,δίχτυ,δίχτυ,δίχτυ,δίχτυ,fishing net
δίκτυον,163,unigram,neuter,nominative,plural,σκίζεται,1.2014275627384847,,σκίζεται,σκίζεται,σχίζεται,fishing net
τροφή,236,unigram,feminine,accusative,plural,φύγει,1.044111346118999,,,,φύγει,food
τροφή,323,unigram,feminine,accusative,singular,ορισμένες,1.2013738207999172,,ορισμένες,ορισμένες,,food
πούς,226,unigram,masculine,accusative,plural,πόδια,810.5815100878079,πόδια,πόδια,πόδια,πόδια,foot
καρπός,172,unigram,masculine,accusative,plural,καρπούς,13.69188068192429,καρπούς,καρπούς,καρπούς,καρποὺς,"fruit, crop, harvest"
καρπός,222,unigram,masculine,accusative,singular,καρπό,43.51151348185996,καρπό,καρπό,καρπό,καρπὸν,"fruit, crop, harvest"
πλήρωμα,262,unigram,neuter,accusative,plural,γεμάτα,2.2653287413605123,γεμάτα,γεμάτα,γεμάτα,γεμᾶτα,fullness
πλήρωμα,322,unigram,neuter,accusative,singular,τραβήξει,1.122614852308986,,τραβήξει,τραβήξει,,fullness
γενεά,264,unigram,feminine,accusative,plural,έλεός,1.4708702503021065,,έλεός,έλεός,,generation
γενεά,223,unigram,feminine,accusative,singular,γενιά,2.8507952707360973,γενεά,γενιά,γενιά,γενεὰν,generation
γενεά,310,unigram,feminine,nominative,plural,αἱ,1.1830037567148073,,,,αἱ,generation
γενεά,138,unigram,feminine,nominative,singular,γενιά,1.2966005362344302,γενεά,γενιά,γενιά,γενεὰ,generation
δῶρον,302,unigram,neuter,accusative,plural,εισφορές,1.6489770503449994,δώρα,εισφορές,εισφορές,δῶρα,gift
δῶρον,153,unigram,neuter,accusative,singular,δώρο,6.550993449900808,δώρο,δώρο,δώρο,θυσιαστήριον,gift
ἡγεμών,161,unigram,masculine,accusative,plural,οδηγήσουν,1.1688218676206783,ηγεμόνες,οδηγήσουν,οδηγήσουν,ἡγεμόνας,"governor, ruler"
ἡγεμών,11,unigram,masculine,accusative,singular,ηγεμόνας,1.0960965115985384,ηγεμόνας,,,,"governor, ruler"
ἀσπασμός,315,unigram,masculine,accusative,plural,,,χαιρετισμούς,,,χαιρετισμοὺς,greeting
ὁδηγός,5,unigram,masculine,nominative,plural,τυφλόν,1.2013416367619456,,τυφλόν,τυφλόν,,guide
ὁδηγός,4,unigram,masculine,nominative,singular,οδηγοί,7.999389291096735,οδηγοί,οδηγοί,οδηγοί,τυφλοί,guide
θρίξ,206,unigram,feminine,nominative,singular,τρίχα,2.602187217293938,τρίχααπό,τρίχα,τρίχα,τρίχα,hair
χείρ,306,unigram,feminine,accusative,plural,χέρια,497.9787522675327,χέρια,χέρια,χέρια,χέρια,hand
χείρ,211,unigram,feminine,accusative,singular,χέρι,225.08520514188737,χέρι,χέρι,χέρι,χέρι,hand
κεφαλή,132,unigram,feminine,accusative,plural,κεφάλια,2.3480977105421683,κεφάλια,,,κεφάλια,head
κεφαλή,195,unigram,feminine,accusative,singular,κεφάλι,295.5274300221005,κεφάλι,κεφάλι,κεφάλι,κεφάλι,head
στάχυς,196,unigram,masculine,accusative,plural,,,στάχυα,σπαρμένα,σπαρμένα,στάχυα,head of grain
καρδία,31,unigram,feminine,accusative,plural,καρδιές,1.887287476392836,καρδιές,,,,heart
καρδία,280,unigram,feminine,accusative,singular,καρδιά,124.95136872331604,καρδιά,καρδιά,καρδιά,καρδιά,heart
καρδία,181,unigram,feminine,nominative,singular,καρδιά,33.46487962275636,καρδιά,καρδιά,καρδιά,καρδιά,heart
οὐρανός,258,unigram,masculine,accusative,singular,ουρανό,22.27014581209763,ουρανό,ουρανό,ουρανό,οὐρανόν,"heaven, sky"
οὐρανός,187,unigram,masculine,nominative,singular,ουρανός,4.411731188255239,ουρανός,ουρανός,ουρανός,οὐρανὸς,"heaven, sky"
ὥρα,287,unigram,feminine,nominative,plural,σκοντάφτει,1.2019280568590713,,σκοντάφτει,σκοντάφτει,,hour
ὥρα,23,unigram,feminine,nominative,singular,ώρα,25.937368074314932,ώρα,ώρα,ώρα,ὥρα,hour
οἰκία,145,unigram,feminine,accusative,plural,σπίτια,2.680937576434277,σπίτια,,,σπίτια,house
οἰκία,320,unigram,feminine,accusative,singular,σπίτι,732.2072672142787,σπίτι,σπίτι,σπίτι,σπίτι,house
οἶκος,275,unigram,masculine,accusative,plural,πάψω,1.3496668602306194,αποβληθώ,πάψω,πάψω,ἀπομακρυνθῶ,"house, home"
οἶκος,19,unigram,masculine,accusative,singular,σπίτι,95.99987284329929,σπίτι,σπίτι,σπίτι,σπίτι,"house, home"
κριτής,301,unigram,masculine,nominative,plural,,,κριτές,,,κριταί,judge
κριτής,155,unigram,masculine,nominative,singular,δικαστής,4.260074952395195,κριτής,δικαστής,δικαστής,,judge
βασιλεύς,100,unigram,masculine,accusative,plural,βασιλιάδες,1.1898647586862758,βασιλιάδες,βασιλιάδες,βασιλιάδες,,king
βασιλεύς,56,unigram,masculine,accusative,singular,βασιλιά,15.46020562183599,βασιλιά,βασιλιά,βασιλιά,βασιλέα,king
βασιλεία,75,unigram,feminine,accusative,plural,βασίλεια,1.543070996295297,βασίλεια,βασίλεια,βασίλεια,ψηλὸ,kingdom
βασιλεία,150,unigram,feminine,accusative,singular,βασιλεία,12.667226387970357,βασιλεία,βασιλεία,βασιλεία,βασιλείαν,kingdom
κόπος,190,unigram,masculine,accusative,plural,,,ενοχλείτε,,,ἐνοχλεῖτε,"labour, work, trouble, difficulty"
λύχνος,245,unigram,masculine,nominative,plural,αναμμένα,1.34872488402202,,αναμμένα,αναμμένα,,lamp
λύχνος,220,unigram,masculine,nominative,singular,λυχνάρι,45.33288953520274,λυχνάρι,λυχνάρι,λυχνάρι,λυχνάρι,lamp
