lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_54_translation,version_29_translation,version_4_translation,version_34_translation,version_51_translation,version_52_translation,version_63_translation,version_10_translation,version_35_translation,version_45_translation,version_6_translation,version_39_translation,version_36_translation,version_31_translation,version_50_translation,version_60_translation,version_14_translation,version_22_translation,version_59_translation,version_13_translation,version_2_translation,version_16_translation,version_62_translation,version_44_translation,version_11_translation,version_42_translation,version_41_translation,version_46_translation,version_40_translation,version_43_translation,version_53_translation,version_32_translation,version_9_translation,version_7_translation,version_38_translation,version_15_translation,version_48_translation,version_26_translation,version_12_translation,version_57_translation,version_24_translation,version_61_translation,version_19_translation,version_25_translation,version_30_translation,version_21_translation,version_49_translation,version_47_translation,version_3_translation,version_17_translation,version_37_translation,version_28_translation,version_20_translation,version_33_translation,version_1_translation,version_5_translation,version_18_translation,version_64_translation,version_55_translation,version_27_translation,version_23_translation,version_56_translation,version_58_translation,version_8_translation,english_translation
βλασφημία,232,unigram,feminine,nominative,plural,blasphemies,4140.063189088633,,blasphemies,blasphemies,,,,blasphemies,,sins,,insults,slander,,blasphemies,,blasphemies,,evil,blasphemies,against,,,blasphemies,,,,slander,,blasphemies,,,,,,slander,blasphemies,,blasphemies,blasphemies,,bad,blasphemies,evil,bad,,evil,,,,,sins,blasphemies,evil,,,,evil,speakings,,blasphemies,blasphemies,,,,blasphemy
βλασφημία,93,unigram,feminine,nominative,singular,blasphemy,32756.159864018726,,blasphemy,blasphemy,,,,,,,,,slander,,blasphemy,,blasphemy,,evil,blasphemy,cruel,,,blasphemy,,injurious,blasphemy,,,blasphemy,,,blasphemy,,,slander,,,,blasphemy,blasphemy,bad,blasphemy,evil,bad,,evil,,,speaking,cursing,,blasphemy,evil,,,,evil,speaking,,blasphemy,blasphemy,,,,blasphemy
πλοῖον,121,unigram,neuter,accusative,plural,boats,2959673168069482.0,,ships,boats,boats,boats,boats,boats,boats,boats,sirot,boats,boats,boats,boats,boats,boats,boats,boats,boats,boats,boats,ships,boats,boats,ships,ships,boats,,boats,boats,,boats,boats,boats,boats,boats,boats,ships,ships,boats,boats,boats,boats,boats,boats,boats,boats,,boats,boats,boats,ships,boats,boats,boats,boats,boats,boats,,ships,boats,boats,boats,boats,boat
πλοῖον,342,unigram,neuter,accusative,singular,boat,5.341923159245393e+21,,ship,boat,boat,boat,boat,boat,boat,boat,sirah,boat,boat,boat,boat,boat,boat,boat,boat,boat,boat,boat,ship,boat,boat,ship,ship,boat,,boat,boat,,boat,boat,boat,boat,boat,boat,ship,ship,boat,boat,boat,boat,boat,boat,boat,boat,,boat,boat,boat,ship,boat,boat,boat,boat,boat,boat,,ship,boat,boat,boat,boat,boat
πλοῖον,268,unigram,neuter,nominative,plural,boats,7.010934640315659,,ships,dismissing,Leaving,,,,boats,Leaving,boats,boats,Leaving,boats,,,Leaving,,boats,Leaving,boats,boats,shippes,Leaving,boats,ships,ships,although,,,boats,,Leaving,boats,boats,Leaving,,Leaving,ships,ships,,boats,Leaving,boats,boats,boats,boats,,,boats,Leaving,boats,ships,boats,dismissing,,,boats,,,ships,boats,,,boats,boat
πλοῖον,252,unigram,neuter,nominative,singular,boat,57401627916.12582,,ship,boat,boat,boat,boat,boat,boat,boat,sirah,boat,boat,boat,boat,boat,boat,boat,boat,boat,boat,boat,ship,boat,boat,ship,ship,boat,,boat,boat,,boat,boat,boat,boat,boat,boat,ship,ship,boat,boat,boat,boat,boat,boat,boat,boat,,boat,boat,boat,ship,boat,boat,boat,boat,boat,boat,,ship,boat,boat,boat,boat,boat
σῶμα,241,unigram,neuter,nominative,plural,bodies,12532237029219.984,,bodies,bodies,bodies,bodies,bodies,bodies,Graves,,,bodies,bodies,bodies,bodies,bodies,bodies,bodies,,bodies,bodies,bodies,bodies,bodies,bodies,bodies,bodies,bodies,,bodies,bodies,,bodies,Graves,bodies,bodies,,bodies,bodies,bodies,bodies,bodies,bodies,,bodies,bodies,,bodies,,bodies,bodies,bodies,bodies,,bodies,bodies,bodies,,bodies,,bodies,bodies,,bodies,Graves,body
σῶμα,65,unigram,neuter,nominative,singular,body,2.490097965730787e+34,,body,body,body,body,body,body,body,body,basar,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,,body,body,,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body,body
κλῆμα,61,unigram,neuter,nominative,plural,vine,85.90743060683492,,vine,abides,,vine,vine,vine,vine,vine,sarigim,Without,apart,accomplish,vine,abides,vine,abides,vine,vine,vine,,,vine,vine,vine,vine,vine,,vine,vine,,vine,vine,vine,apart,fruit—for,Apart,vine,,vine,,vine,vine,,,vine,abides,,vital,vine,vine,vine,vine,apart,vine,vine,vine,vine,,vine,vine,,vine,vine,branch
κλῆμα,169,unigram,neuter,nominative,singular,branch,23426.17249224785,,branch,branch,,branch,branch,branch,joined,branch,sarig,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,branche,branch,branch,branch,branch,branch,,branch,branch,,branch,joined,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,,branch,branch,branch,branch,branch,branch,branch,branch,branch,branch,,branch,branch,,,joined,branch
ἄρτος,347,unigram,masculine,accusative,plural,loaves,199041524.74309528,,loaves,bread,loaves,loaves,loaves,loaves,bread,bread,loaves,bread,loaves,loaves,loaves,loaves,loaves,loaves,bread,loaves,bread,loaves,loaues,loaves,loaves,loaves,loaves,bread,,loaves,loaves,,loaves,bread,loaves,loaves,bread,loaves,loaves,loaves,loaves,bread,loaves,bread,bread,loaves,bread,loaves,,loaves,bread,bread,loaves,bread,loaves,loaves,loaves,bread,loaves,bread,loaves,loaves,bread,loaves,bread,bread
ἄρτος,377,unigram,masculine,accusative,singular,bread,4.017500466157109e+40,,bread,bread,bread,bread,bread,bread,bread,bread,lechem,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,,bread,bread,,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread
ἄρτος,177,unigram,masculine,nominative,plural,bread,46245273595.06885,,bread,bread,,loaves,loaves,loaves,bread,bread,lechem,food,bread,bread,bread,bread,loaves,bread,bread,loaves,bread,bread,bread,loaves,bread,loaves,bread,enough,,bread,bread,,bread,bread,bread,bread,bread,bread,bread,loaves,bread,bread,loaves,bread,bread,bread,bread,bread,,bread,bread,bread,bread,bread,loaves,loaves,bread,bread,loaves,enough,bread,bread,food,bread,bread,bread
ἄρτος,41,unigram,masculine,nominative,singular,bread,1.9496770019426312e+28,,bread,bread,bread,bread,bread,bread,bread,bread,lechem,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,Bread,bread,bread,bread,bread,bread,bread,,bread,bread,,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,,Bread,bread,bread,bread,bread,bread,bread,bread,bread,bread,,bread,bread,Bread,bread,bread,bread
ἀδελφός,331,unigram,masculine,accusative,plural,brothers,2.617447949159341e+22,,brethren,brothers,brothers,brethren,brethren,brethren,brothers,brothers,achim,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brethren,brothers,brothers,brethren,brethren,brothers,,brothers,brothers,,brothers,brothers,brothers,brothers,brothers,brothers,brethren,brethren,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,,brothers,brothers,brothers,brethren,brothers,brothers,brethren,brothers,brothers,brothers,,brethren,brothers,brothers,brothers,brothers,brother
ἀδελφός,137,unigram,masculine,accusative,singular,brother,3.792928583537787e+20,,brother,brother,brother,brother,brother,brother,James,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,,brother,brother,,brother,James,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,,brother,brother,brothers,brother,James,brother
ἀδελφός,127,unigram,masculine,nominative,plural,brothers,8.225147979639525e+16,,brethren,brothers,brothers,brethren,brethren,brethren,brothers,brothers,achim,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brethren,brothers,brothers,brethren,brethren,brothers,,brothers,brothers,,brothers,brothers,brothers,brothers,brothers,brothers,brethren,brethren,brothers,brothers,brothers,brothers,brothers,brothers,brothers,brothers,,brothers,brothers,brothers,brethren,brothers,brothers,brethren,brothers,brothers,brethren,brothers,brethren,brothers,brothers,brothers,brothers,brother
ἀδελφός,259,unigram,masculine,nominative,singular,brother,3.632148549604204e+49,,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,,brother,brother,,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother,brother
στῆθος,174,unigram,neuter,accusative,plural,,,,breasts,,spectacle,smiting,smiting,,brokenhearted,chests,,,breasts,spectacle,,beating,beating,spectacle,,beating,hitting,spectacle,brestes,beating,spectacle,,breasts,crucifixion,,breasts,spectacle,,spectacle,brokenhearted,,breasts,chests,,smiting,breasts,breasts,,beating,,chests,spectacle,,beating,,spectacle,Crowds,sight,breasts,,,smiting,,,breasts,,breasts,,,spectacle,brokenhearted,"chest, breast"
στῆθος,316,unigram,neuter,accusative,singular,breast,929954881.7200773,,breast,chest,bosom,breast,breast,breast,toward,leaned,kheyk,toward,back,,bosom,breast,breast,back,disciple,breast,disciple,chest,,breast,next,breast,breast,leaned,,breast,next,,chest,towards,against,back,leaned,leaned,breast,breast,breast,leaned,breast,disciple,leaned,,disciple,breast,,breast,disciple,disciple,breast,disciple,chest,breast,leaned,disciple,breast,,breast,leaned,loved,chest,toward,"chest, breast"
ἀρχιερεύς,274,unigram,masculine,accusative,plural,chief,1900.154244764853,,priests,priests,chief,priests,priests,priests,chief,leading,Rashei,chief,chief,chief,chief,chief,chief,chief,chief,chief,priests,chief,hie,chief,chief,chief,priests,leading,,chief,chief,,chief,chief,head,chief,chief,chief,priests,priests,priests,leading,chief,chief,leading,chief,chief,chief,,chief,chief,chief,priests,chief,chief,priests,chief,chief,priests,,priests,chief,priests,ruling,chief,chief priest
ἀρχιερεύς,66,unigram,masculine,accusative,singular,priest,3.233501659232772,,priest,,priest,,,Caiaphas,,priest,Kohen,,priest,priest,priest,priest,,priest,Priest,,Caiaphas,priest,Priest,,,priest,Priest,priest,,priest,,,high,,hagadol,priest,priest,priest,priest,priest,priest,priest,,Priest,priest,priest,Priest,priest,,priest,chief,priest,priest,Priest,priest,,priest,Priest,priest,,priest,priest,Caiaphas,gadol,,chief priest
ἀρχιερεύς,136,unigram,masculine,nominative,plural,priests,13.759372111649508,,priests,priests,priests,priests,priests,priests,chief,leading,Rashei,chief,chief,priests,chief,chief,priests,chief,chief,priests,priests,priests,hie,priests,chief,chief,priests,leading,,priests,chief,,chief,chief,cohanim,chief,priests,chief,priests,priests,priests,leading,priests,,leading,chief,chief,chief,,priests,chief,chief,priests,,priests,priests,chief,,priests,,priests,chief,priests,ruling,chief,chief priest
ἀρχιερεύς,279,unigram,masculine,nominative,singular,priest,5.447865523373076,,priest,,priest,,,bishop,,priest,Kohen,priest,priest,priest,priest,priest,,priest,Priest,,Caiaphas,priest,Priest,,,priest,Priest,priest,,priest,,,high,,cohen,priest,priest,priest,priest,high,priest,priest,,Priest,priest,priest,Priest,priest,,priest,chief,priest,priest,Priest,priest,,priest,Priest,chief,,priest,priest,priest,gadol,,chief priest
παῖς,264,unigram,masculine,accusative,plural,children,2.580072251729047,,,seeing,became,children,children,children,angry,men,yeladim,angry,,became,children,children,,male,,,angry,,,,men,,heart,,,male,men,,,angry,furious,,men,angry,children,,male,angry,,,angry,children,,children,,,,angry,,,became,children,,,children,,,male,,boys,angry,child
παῖς,52,unigram,masculine,accusative,singular,knocked,5.661317219521643,,threw,convulsed,,,,,attacked,control,convulsed,violently,convulsion,shook,convulsed,,violently,convulsed,knocked,violently,Stop,,tare,violently,,dragged,,,,convulsed,,,convulsion,attacked,dashed,convulsion,,fit,threw,,convulsions,,violently,knocked,control,,knocked,,,severely,,fit,threw,knocked,convulsion,,knocked,knocked,,,threw,knocked,,knocked,attacked,child
τέκνον,368,unigram,neuter,accusative,plural,children,7.631518392389861e+36,,children,children,children,children,children,sons,children,children,yeladim,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,,children,children,,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,child
τέκνον,200,unigram,neuter,accusative,singular,children,8.768469100947552,,children,brother,children,child,child,sons,,,parents,,rebel,,children,children,,child,children,,Children,child,die,,children,children,brother,brother,,children,children,,child,,children,rebel,Children,,children,children,children,,,children,,brother,children,children,,child,brother,,children,children,children,child,child,children,children,,children,child,,children,,child
τέκνον,19,unigram,neuter,nominative,plural,children,3211.9696355832093,,children,father,children,children,children,sons,,children,yeladim,Children,,Children,children,children,Children,children,children,Children,Children,children,children,Children,Brother,children,father,children,,children,Brother,,children,,children,,Children,Children,father,children,children,,Children,children,children,children,children,children,,children,Children,Children,children,children,children,children,Children,children,children,,children,Children,Children,children,,child
τέκνον,216,unigram,neuter,nominative,singular,Son,13824.334837178008,,Son,'Son,paralytic,Son,Son,Son,My,paralyzed,Beni,Child,Son,Child,Son,paralytic,Son,paralytic,son,Son,My,Son,Sonne,Son,Child,Child,Son,Seeing,,Son,Child,,paralytic,My,Son,Son,paralyzed,Son,Son,Son,Son,Young,Son,son,had,Child,son,paralytic,,remitted,forgiven,Son,Son,son,Son,Son,,son,Child,Tell,Son,Seeing,My,Son,My,child
παιδίον,17,unigram,neuter,accusative,plural,children,4.7705446761694486,,Suffer,Allow,belongs,forbid,forbid,children,stop,stop,yeladim,forbid,hinder,try,children,hinder,belongs,hinder,children,belongs,children,forbid,Suffer,belongs,little,,children,belongs,,forbid,little,,belongs,stop,children,hinder,belongs,little,Suffer,,children,stop,belongs,children,stop,forbid,children,hinder,,,Children,little,Suffer,children,,belongeth,belongs,children,forbid,,Suffer,children,children,hinder,stop,child
παιδίον,102,unigram,neuter,accusative,singular,child,4.688204942443242e+31,,child,child,child,child,child,child,child,child,yeled,child,child,child,child,child,child,child,child,child,child,child,babe,child,child,child,child,child,,child,child,,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child,,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child
παιδίον,192,unigram,neuter,nominative,plural,children,7635881333.0445385,,children,children,children,children,children,children,,children,yeladim,anything,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,,,children,children,,children,,children,children,children,children,children,children,children,children,children,children,children,children,children,children,,children,children,children,children,children,children,children,children,children,children,anything,children,children,little,children,,child
παιδίον,43,unigram,neuter,nominative,singular,child,7.701314140117026e+35,,child,child,child,child,child,child,child,child,yeled,child,child,child,child,child,child,child,child,child,child,child,childe,child,child,child,child,child,,child,child,,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child,child,,little,child,child,child,child,child,child,child,child,child,,child,child,child,child,child,child
πόλις,204,unigram,feminine,accusative,plural,cities,7229428876.702223,,cities,cities,cities,cities,cities,cities,towns,cities,shtetlach,cities,towns,towns,cities,cities,cities,cities,towns,cities,towns,cities,cities,cities,cities,cities,cities,towns,,cities,cities,,towns,towns,towns,towns,towns,towns,cities,cities,cities,cities,cities,towns,cities,towns,towns,cities,,cities,cities,towns,cities,towns,cities,cities,towns,towns,cities,but,cities,towns,,towns,towns,city
πόλις,70,unigram,feminine,accusative,singular,city,1.8570472306115944e+22,,city,city,city,city,city,city,town,town,shtetl,city,town,town,city,city,city,city,town,city,town,city,citie,city,city,city,city,town,,city,city,,town,town,town,town,town,town,city,city,city,town,city,town,town,town,town,city,,town,city,town,city,town,city,city,town,town,city,,city,town,city,town,town,city
πύλη,231,unigram,feminine,nominative,singular,narrow,219.1984651293906,,strait,narrow,narrow,narrow,narrow,strait,,narrow,delet,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,streight,narrow,narrow,,narrow,narrow,,narrow,narrow,,narrow,,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,narrow,gate,narrow,narrow,narrow,,narrow,narrow,narrow,strait,narrow,narrow,narrow,narrow,narrow,,,strait,narrow,narrow,narrow,,city gate
χιτών,132,unigram,masculine,accusative,plural,coats,1776.5955248389685,,coats,tunics,tunics,coats,coats,coats,food,clothes,extra,shirts,shirt,,tunics,tunics,two,tunics,shirt,coats,clothes,tunics,coates,two,tunics,body-coats,coats,change,,tunics,tunics,,tunic,food,,shirt,extra,clothes,coats,coats,undergarments,clothes,two,shirt,clothes,tunics,shirt,tunics,,undergarments,clothes,extra,coats,shirt,tunics,coats,shirt,shirt,coats,coats,coats,shirt,,shirts,food,"clothing, undergarments"
χιτών,31,unigram,masculine,accusative,singular,shirt,621.7136084723684,,coat,tunic,shirt,coat,coat,coat,shirt,shirt,tunic,shirt,,tunic,tunic,coat,coat,tunic,shirt,coat,shirt,shirt,cloke,coat,coat,body-coat,coat,shirt,,tunic,coat,,tunic,shirt,shirt,,shirt,shirt,cloak,coat,inner,shirt,coat,shirt,shirt,tunic,shirt,coat,,undergarment,shirt,shirt,coat,shirt,tunic,coat,shirt,shirt,coat,,coat,shirt,shirt,shirt,shirt,"clothing, undergarments"
ἱμάτιον,149,unigram,neuter,accusative,plural,garments,111081597759.9025,,garments,garments,garments,garments,garments,clothes,clothes,clothes,garments,clothes,clothes,clothes,garments,garments,garments,garments,clothes,garments,coats,coats,garments,garments,clothes,clothes,garments,garments,,clothes,clothes,,cloaks,clothes,clothes,clothes,cloaks,clothes,garments,garments,garments,clothes,garments,clothes,clothes,cloaks,clothes,garments,,garments,clothes,clothes,garments,clothes,garments,garments,clothes,clothes,garments,,garments,robes,robe,clothing,clothes,coat
ἱμάτιον,148,unigram,neuter,accusative,singular,coat,163016020.73179895,,garment,garment,coat,,,cloth,coat,coat,kaftan,clothes,cloak,cloak,garment,mantle,cloak,cloak,coat,cloak,coat,coat,garment,cloak,coat,garment,garment,coat,,garment,coat,,cloak,coat,coat,cloak,coat,coat,garment,garment,garment,coat,cloak,coat,coat,cloak,coat,mantle,,garment,coat,coat,garment,coat,cloak,,coat,coat,garment,,garment,coat,coat,cloak,coat,coat
ἐντολή,90,unigram,feminine,accusative,plural,commandments,2.954101413850249e+17,,commandments,commandments,commandments,commandments,commandments,commandments,commandments,commands,mitzvot,commandments,commandments,commandments,commandments,commandments,commandments,commandments,commandments,commandments,obey,commandments,comandements,commandments,commandments,commandments,commandments,commandments,,commandments,commandments,,commandments,commandments,mitzvot,commandments,commandments,commandments,commandments,commandments,commands,commands,commandments,commandments,commands,commandments,commandments,commandments,,commandments,commandments,,commandments,commandments,commandments,commandments,commandments,commandments,commands,,commandments,commandments,commandments,commandments,commandments,commandment
ἐντολή,88,unigram,feminine,accusative,singular,commandment,1.246344821372489e+16,,commandment,commandment,commandment,commandment,commandment,commandment,commands,commands,mitzvah,commandment,command,commandment,commandment,commandment,commandment,commandment,commanded,commandment,ideas,commandment,commandement,commandment,commandment,commandment,commandment,commandment,,commandment,commandment,,commandment,commands,command,command,traditions,commands,commandment,commandment,command,command,commandment,commanded,commands,commandment,commanded,commandment,,commandment,commandment,command,commandment,commanded,commandment,commandment,command,commanded,command,,commandment,command,,commandment,commands,commandment
συνέδριον,351,unigram,neuter,accusative,plural,councils,1838.2432359065422,,councils,councils,courts,councils,councils,councils,beaten,court,shuls,councils,,councils,councils,councils,councils,deliver,court,councils,whips,courts,Councils,councils,councils,sanhedrims,deliver,handed,,councils,councils,,courts,beaten,,,Watch,,councils,councils,congregations,judged,councils,court,court,councils,court,councils,,councils,courts,,councils,court,courts,councils,,court,sanhedrims,,councils,sanhedrins,gatherings,courts,beaten,council
συνέδριον,56,unigram,neuter,accusative,singular,council,25981374.201487396,,council,council,council,council,council,council,council,council,Sanhedrin,council,chief,council,chief,council,council,council,Council,council,meeting,council,councill,council,council,council,council,council,,council,council,,Sanhedrin,council,Sanhedrin,chief,council,council,council,council,council,council,council,Council,leading,Sanhedrin,Council,council,,council,council,chief,council,Council,council,council,convened,Council,sanhedrim,,council,,priests,ruling,council,council
χώρα,83,unigram,feminine,accusative,plural,Lift,3.8280353709493844,,Lift,,fields,Lift,Lift,lift,ripe,,,ripe,ripe,months,months,fields,,fields,,,harvest.,,,,,Lift,Lift,,,fields,,,,ripe,,ripe,ripe,ripe,Lift,countries,fields,,,,,months,,fields,,harvesting,harvested,ripe,Lift,,observe,Lift,Open,,Lift,,Lift,Open,,Four,ripe,"country, countryside"
χώρα,319,unigram,feminine,accusative,singular,country,5415475415127181.0,,country,region,country,country,country,country,near,country,country,country,region,region,country,country,country,country,country,country,lived,country,countrey,country,country,country,country,region,,country,country,,country,near,country,region,country,area,country,country,country,country,country,country,country,region,country,country,,country,country,area,country,country,country,country,country,country,region,,country,country,land,country,near,"country, countryside"
ὄχλος,62,unigram,masculine,accusative,plural,crowds,7.553533555427967e+20,,multitude,crowds,crowds,multitudes,multitudes,people,crowds,crowds,multitudes,crowds,crowd,crowds,crowds,crowds,multitudes,crowds,crowds,multitudes,crowd,crowds,multitude,multitudes,crowds,crowds,crowds,crowds,,multitudes,crowds,,crowds,crowds,crowds,crowd,crowds,crowd,multitude,multitudes,crowds,people,multitudes,crowds,crowds,crowds,crowds,crowds,,throngs,crowds,crowd,multitude,crowds,crowds,multitudes,crowds,crowds,multitudes,crowd,multitude,crowds,crowds,crowds,crowds,crowd
ὄχλος,12,unigram,masculine,accusative,singular,crowd,5.0472260753267135e+29,,multitude,crowd,crowd,multitude,multitude,people,crowd,crowd,multitude,crowd,crowd,crowd,crowd,crowd,multitude,crowd,crowd,multitude,crowd,crowd,multitude,multitude,crowd,crowd,people,crowd,,multitude,crowd,,crowd,crowd,crowd,crowd,crowd,crowd,multitude,multitude,crowd,crowd,multitude,crowd,crowd,crowd,crowd,crowd,,crowd,crowd,crowd,multitude,crowd,crowd,multitude,crowd,crowd,multitude,crowd,multitude,crowd,crowd,crowd,crowd,crowd
ὄχλος,114,unigram,masculine,nominative,plural,crowds,2.5408149030599945e+23,,multitudes,crowds,crowds,multitudes,multitudes,people,crowds,crowds,multitudes,crowds,crowds,crowds,crowds,crowds,multitudes,crowds,crowds,multitudes,crowds,crowds,multitudes,multitudes,crowds,crowds,people,crowds,,multitudes,crowds,,crowds,crowds,crowds,crowds,crowds,crowds,people,multitudes,crowds,people,multitudes,crowds,crowds,crowds,crowds,crowds,,crowds,crowds,crowds,multitudes,crowds,crowds,multitudes,crowds,crowds,multitudes,crowd,multitudes,crowds,crowds,crowds,crowds,crowd
ὄχλος,311,unigram,masculine,nominative,singular,crowd,2.1038260777995144e+20,,people,crowd,crowd,multitude,multitude,people,crowd,crowd,multitude,crowd,crowd,crowd,crowd,crowd,multitude,crowd,crowd,multitude,crowd,crowd,people,multitude,crowd,crowd,people,crowd,,multitude,crowd,,crowd,crowd,crowd,crowd,crowd,crowd,multitude,multitude,crowd,people,multitude,crowd,crowd,crowd,crowd,crowd,,crowd,crowd,crowd,people,crowd,crowd,multitude,crowd,crowd,multitude,crowd,people,crowd,crowd,crowd,crowd,crowd
θυγάτηρ,130,unigram,feminine,nominative,plural,Daughters,2800.5585366288765,,Daughters,Daughters,Daughters,Daughters,Daughters,Daughters,Cry,,,Daughters,Daughters,Daughters,Daughters,Daughters,Daughters,Daughters,Women,Daughters,weep,Daughters,Daughters,Daughters,Daughters,Daughters,Daughters,Daughters,,Daughters,Daughters,,Daughters,Cry,Daughters,Daughters,,Daughters,Daughters,Daughters,Daughters,,Daughters,Women,,Daughters,Women,Daughters,,Daughters,,,Daughters,Women,Daughters,Daughters,Daughters,Women,Daughters,,Daughters,Daughters,Daughters,Daughters,Cry,daughter
θυγάτηρ,346,unigram,feminine,nominative,singular,daughter,1.7667093213960777e+32,,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,,daughter,daughter,,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter,daughter
ἡμέρα,81,unigram,feminine,accusative,plural,days,4.3295902907462915e+34,,days,days,days,days,days,days,days,days,yamim,days,days,days,days,days,days,days,days,days,days,days,dayes,days,days,days,days,days,,days,days,,days,days,days,days,days,days,days,days,days,days,days,days,days,days,days,days,,days,days,days,days,days,days,days,days,days,days,days,days,days,days,days,days,day
ἡμέρα,94,unigram,feminine,accusative,singular,day,7.877077074087016e+27,,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,,day,day,,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,,day,day,day,day,day,day,day,day,day,day,,day,day,day,day,day,day
ἡμέρα,2,unigram,feminine,nominative,plural,days,6.497344218032798e+32,,days,days,days,days,days,days,time,days,yamim,days,days,days,days,days,days,days,days,days,days,days,dayes,days,days,days,days,days,,days,days,,days,time,days,days,days,days,days,days,days,days,days,days,days,days,days,days,,days,days,days,days,days,days,days,days,days,days,days,days,days,days,days,time,day
ἡμέρα,72,unigram,feminine,nominative,singular,day,2.1906537125829084e+24,,day,day,day,day,day,day,day,Day,Yom,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,day,night,,day,day,,day,day,day,day,day,day,day,day,day,next,day,day,day,day,day,day,,day,day,day,day,day,day,day,day,day,day,,day,day,daybreak,day,day,day
ὀφειλέτης,281,unigram,masculine,nominative,plural,offenders,5.6124467773820355,,,transgressors,culprits,offenders,offenders,debtors,,,,wrongdoing,tower,offenders,offenders,offenders,,offenders,Siloam,offenders,,assume,dwel,,,debtors,,worst,,,,,them—do,,offenders,them—do,worst,,,slew,offenders,,,Siloam,,them—do,Siloam,offenders,,,tower,,,Siloam,offenders,offenders,tower,Siloam,debtors,,,tower,perished,,,debtor
δαιμόνιον,32,unigram,neuter,accusative,plural,demons,2179259263630203.8,,devils,demons,demons,devils,devils,fiends,demons,demons,shedim,demons,demons,demons,demons,demons,demons,demons,demons,demons,spirits,demons,deuils,demons,demons,demons,demons,demons,,demons,demons,,demons,demons,demons,demons,demons,demons,demons,devils,demons,demons,demons,demons,demons,demons,demons,demons,,demons,demons,demons,devils,demons,demons,demons,demons,demons,demons,,devils,demons,demons,demons,demons,demon
δαιμόνιον,361,unigram,neuter,accusative,singular,demon,3.3569971198397945e+29,,devil,demon,demon,devil,devil,devil,demon,demon,shed,demon,demon,demon,demon,demon,demon,demon,demon,demon,demon,demon,deuill,demon,demon,demon,devil,demon,,demon,demon,,possessed,demon,demon,demon,demon-possessed,demon,demon,devil,demon,demon,demon,demon,demon,demon,demon,demon,,demon,demon,demon,devil,demon,demon,demon,demon,demon,demon,,devil,demon,demon,demon,demon,demon
