lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_54_translation,version_29_translation,version_4_translation,version_34_translation,version_51_translation,version_52_translation,version_63_translation,version_10_translation,version_35_translation,version_45_translation,version_6_translation,version_39_translation,version_36_translation,version_31_translation,version_50_translation,version_60_translation,version_14_translation,version_22_translation,version_59_translation,version_13_translation,version_2_translation,version_16_translation,version_62_translation,version_44_translation,version_11_translation,version_42_translation,version_41_translation,version_46_translation,version_40_translation,version_43_translation,version_53_translation,version_32_translation,version_9_translation,version_7_translation,version_38_translation,version_15_translation,version_48_translation,version_26_translation,version_12_translation,version_57_translation,version_24_translation,version_61_translation,version_19_translation,version_25_translation,version_30_translation,version_21_translation,version_49_translation,version_47_translation,version_3_translation,version_17_translation,version_37_translation,version_28_translation,version_20_translation,version_33_translation,version_1_translation,version_5_translation,version_18_translation,version_64_translation,version_55_translation,version_27_translation,version_23_translation,version_56_translation,version_58_translation,version_8_translation,english_translation
δαιμόνιον,218,unigram,neuter,nominative,plural,demons,5.575849754435383e+25,,devils,demons,demons,devils,devils,devils,demons,demons,shedim,demons,demons,demons,demons,demons,demons,demons,demons,demons,spirits,demons,deuils,demons,demons,demons,demons,demons,,demons,demons,,demons,demons,demons,demons,demons,demons,demons,devils,demons,demons,demons,demons,demons,demons,demons,demons,,demons,demons,demons,devils,demons,demons,demons,demons,demons,demons,,devils,demons,demons,demons,demons,demon
δαιμόνιον,191,unigram,neuter,nominative,singular,demon,6.780467824587101e+18,,devil,demon,demon,devil,devil,blamed,demon,demon,shed,demon,demon,demon,demon,demon,demon,demon,demon,demon,spirit,demon,deuill,demon,demon,demon,devil,demon,,demon,demon,,demon,demon,demon,demon,demon,demon,demon,devil,demon,demon,demon,demon,demon,demon,demon,demon,,demon,demon,demon,devil,demon,demon,demon,demon,demon,demon,,devil,demon,demon,demon,demon,demon
δηνάριον,336,unigram,neuter,accusative,plural,denarii,67296.68604992259,,pence,,denarii,pence,pence,pence,silver,money,denarii,owed,denarii,,denarii,denarii,denarii,denarii,owed,denarii,silver,denarii,pence,denarii,denarii,denarii,,silver,,denarii,denarii,,owed,silver,owed,denarii,denarii,silver,denarius,pence,denarii,,denarii,owed,money,denarii,owed,denarii,,denarii,owed,silver,pence,owed,denarii,shillings,denarii,owed,denaries,,pence,denarii,dollars,denarii,silver,denarius (about a day's wages)
δηνάριον,179,unigram,neuter,accusative,singular,denarius,86834892885.7462,,penny,denarius,denarius,penny,penny,penny,Show,coin,denarius,denarion,denarius,denarius,denarius,coin,denarius,denarius,coin,denarius,coin,denarius,penie,denarius,denarius,denarius,,coin,,denarius,denarius,,,Show,denarius,denarius,denarius,coin,denarius,penny,denarius,coin,denarius,coin,coin,denarius,coin,coin,,denarius,coin,coin,penny,coin,denarius,denarius,denarius,coin,denary,,penny,denarius,Show,denarius,Show,denarius (about a day's wages)
μαθητής,197,unigram,masculine,accusative,plural,disciples,3.399665147726215e+35,,disciples,disciples,disciples,disciples,disciples,disciples,disciples,followers,talmidim,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,,disciples,disciples,,disciples,disciples,talmidim,disciples,disciples,disciples,disciples,disciples,taught,followers,disciples,disciples,followers,disciples,disciples,disciples,,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciple
μαθητής,369,unigram,masculine,accusative,singular,disciple,154442.97584186302,,disciple,disciple,disciple,disciple,disciple,disciple,favorite,follower,talmid,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,,disciple,disciple,disciple,disciple,disciple,disciple,disciple,,disciple,disciple,,disciple,favourite,talmid,disciple,disciple,disciple,disciple,disciple,taught,follower,disciple,disciple,follower,disciple,disciple,disciple,,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,,disciple,disciple,loved,disciple,favorite,disciple
μαθητής,305,unigram,masculine,nominative,plural,disciples,2.958871815885024e+50,,disciples,disciples,disciples,disciples,disciples,disciples,disciples,followers,talmidim,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,,disciples,disciples,,disciples,disciples,talmidim,disciples,disciples,disciples,disciples,disciples,taught,followers,disciples,disciples,followers,disciples,disciples,disciples,,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciples,disciple
μαθητής,367,unigram,masculine,nominative,singular,disciple,5.792407244688355e+43,,disciple,disciple,disciple,disciple,disciple,disciple,disciple,follower,talmid,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,,disciple,disciple,,disciple,disciple,talmid,disciple,disciple,disciple,disciple,disciple,taught,follower,disciple,disciple,follower,disciple,disciple,disciple,,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple,disciple
νόσος,3,unigram,feminine,accusative,plural,diseases,11823016776.581158,,,diseases,diseases,diseases,diseases,sicknesses,diseasesand,himand,,,diseases,diseases,,diseases,diseases,diseases,diseases,diseases,weak.He,diseases,sickenesses,diseases,diseases,diseases,diseases,diseases,,,diseases,,,diseasesand,diseases,diseases,diseases,weaknessand,cure,diseases,weaknesses,,diseases,diseases,him.And,diseases,diseases,diseases,,diseases,diseases,sicknesses,,diseases,diseases,diseases,diseases,diseases,sicknesses,,,diseases,weaknesses,diseases,diseasesand,disease
νόσος,79,unigram,feminine,accusative,singular,disease,6.493962083240412,,disease,infirmity,disease,disease,disease,,disease,diseases,illness,sickness,disease,sickness,sickness,,,affliction,sickness,,sick,disease,disease,,sickness,,every,,,disease,sickness,,disease,disease,disease,disease,diseases,sickness,weakness,healing,disease,diseases,,sickness,diseases,disease,sickness,,,,sickness,illness,disease,sickness,disease,disease,disease,sickness,malady,,disease,sickness,disease,sickness,disease,disease
περιστερά,113,unigram,feminine,accusative,plural,doves,438.11555420365187,,doves,doves,,doves,doves,culvers,,selling,,,doves,doves,doves,pigeons,doves,pigeons,pigeons,doves,selling,doves,doues,doves,,doves,doves,doves,,doves,,,doves,,,doves,selling,,sold,doves,,selling,doves,pigeons,selling,,pigeons,pigeons,,doves,pigeons,,doves,pigeons,,doves,,pigeons,,,doves,,merchants,,,dove
περιστερά,58,unigram,feminine,accusative,singular,dove,36699974907.23792,,dove,dove,dove,dove,dove,down,dove,dove,yonah,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,doue,dove,dove,dove,dove,dove,,dove,dove,,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,,dove,dove,dove,dove,dove,dove,dove,dove,dove,dove,,dove,dove,dove,dove,dove,dove
οὖς,168,unigram,neuter,accusative,plural,ears,916310604739758.5,,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,eares,ears,ears,ears,ears,ears,,ears,ears,,ears,ears,ears,ears,ears,Whoever,ears,ears,ears,hear,ears,ears,ears,ears,ears,ears,,ears,ears,ears,ears,ears,ears,ears,ears,ears,ears,Really,ears,ears,understand,ears,ears,ear
οὖς,310,unigram,neuter,accusative,singular,ear,2153.0235042336935,,ear,ear,,ear,ear,ear,,,whispered,,ear,,ear,,ear,,housetops,ear,tops,housetops,eare,ear,,ear,ear,housetops,,ear,,,,,,ear,,,ear,ear,ear,,ear,housetops,dark,housetops,housetops,,,housetops,housetops,,ear,housetops,,ear,housetops,housetops,ear,,ear,housetops,hear,housetops,,ear
σεισμός,225,unigram,masculine,nominative,plural,earthquakes,8.906590921660012,,,,,,,places,,earthquakes,earthquakes,earthquakes,,,,,,,,,hungry,,earthquakes,,,,places,,,,,,,,,,,earthquakes,,,,earthquakes,,,earthquakes,,,,,,,earthquakes,,,,,,,famines,,,,,,,"earthquakes, storm"
σεισμός,68,unigram,masculine,nominative,singular,,,,,occurred,behold,,,earth-shaking,struck,,great,,earthquake,,great,behold,,behold,Suddenly,,blow,,,,great,earthquake,,Suddenly,,,great,,,struck,,earthquake,,earthquake,earthquake,,great,earthquake,,Suddenly,,great,Suddenly,behold,,behold,Suddenly,earthquake,,Suddenly,behold,,violent,Suddenly,,,,violent,soundly,great,struck,"earthquakes, storm"
τέλος,35,unigram,neuter,accusative,plural,prevented,1.3145664664941545,,prevented,foreigners,,,,Kings,,,,,replied.When,,,,,,,,tax.,,,,,,anticipated,house.But,,,,,tolls,,duties,,,,thinkest,,,does.,,,pays,,,,,,,,prevented,,,,,,,,prevented,,,tolls,,end
τέλος,303,unigram,neuter,accusative,singular,end,45993163109976.52,,end,end,end,end,end,end,end,end,HaKetz,end,end,end,end,end,end,end,end,end,end,end,ende,end,end,end,end,end,,end,end,,end,end,end,end,end,end,end,end,end,end,end,end,end,,end,end,,end,end,remains,end,end,end,end,end,end,end,,end,end,end,end,end,end
αἰών,265,unigram,masculine,accusative,plural,reign,13.593750366499071,,reign,end,,reign,reign,reign,rule,rule,,forever,reign,forever,,reign,,forever,forever,,Jacob,reign,reigne,,,ages,,,,,,,,rule,forever,,reign,,reign,end,forever,rule,,descendants,rule,,forever,reign,,,forever,rule,reign,descendants,forever,reign,,descendants,ages,,reign,reign,,eternity,rule,eternity
αἰών,332,unigram,masculine,accusative,singular,forever,441.9194186501061,,ever,eternity,forever,ever,ever,end,forever,never,never,forever,ever,forever,forever,ever,forever,forever,forever,forever,ever,never,neuer,forever,forever,ever,forever,never,,never,forever,,never,ever,forever,never,never,forever,ever,ever,forever,never,forever,ever,forever,forever,forever,ever,,forever,forever,never,ever,ever,forever,ever,forever,ever,age,,ever,ever,forever,forever,forever,eternity
ὀφθαλμός,25,unigram,masculine,accusative,plural,eyes,1.825181215374131e+36,,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,see,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,,eyes,eyes,,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,,eyes,sight,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eye
ὀφθαλμός,69,unigram,masculine,nominative,plural,eyes,6.500006636589842e+29,,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,,eyes,eyes,,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,recognize,eyes,eyes,eyes,eyes,eyes,eyes,,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,eyes,opened,eyes,eyes,eyes,eyes,eyes,eye
ὀφθαλμός,329,unigram,masculine,nominative,singular,eye,360672469299169.1,,eye,eye,eye,eye,eye,eye,eyes,eyes,eye,eye,eyes,eye,eye,eye,eye,eye,eyes,eye,eyes,eye,eye,eye,eye,eye,eye,eye,,eye,eye,,eye,eyes,eye,eyes,eye,,eye,eye,eye,eye,eye,eyes,,eye,eyes,eye,,eye,eye,,eye,eyes,eye,eye,eye,eyes,eye,,eye,eye,enter,eye,eyes,eye
πρόσωπον,139,unigram,neuter,accusative,plural,faces,24666477153.902905,,faces,faces,,faces,faces,,bowed,,faces,faces,faces,faces,faces,faces,faces,faces,,faces,faces,faces,faces,faces,faces,faces,faces,,,faces,faces,,,bowed,faces,faces,faces,faces,faces,,faces,faces,faces,,,faces,,faces,,look,looking,faces,faces,,faces,faces,,,,,faces,,look,faces,bowed,face
πρόσωπον,213,unigram,neuter,accusative,singular,face,2.1424734600990415e+21,,face,face,face,face,face,face,face,attention,face,face,face,face,face,face,face,face,status,face,face,face,face,face,face,face,face,face,,face,face,,face,face,face,face,face,face,face,face,face,fists,face,status,fists,face,status,face,,face,face,face,face,status,face,face,,status,face,fell,face,,face,face,face,face
λιμός,8,unigram,feminine,nominative,plural,earthquakes,1.3326108099803855,,,,,,,earth-movings,,earthquakes,,,,,,,,,,,Kings,,,,,,places,,,,,,,,,,,earthquakes,,,,earthquakes,,,earthquakes,,,,,,,earthquakes,,,,,,,,,,,,,,famine
λιμός,341,unigram,masculine,nominative,plural,earthquakes,1.1999288806403459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquakes,,,,,,,,,,,,,,earthquakes,,,,,,,,,,,,,,famine
λιμός,104,unigram,feminine,nominative,singular,famine,146.09414121756862,,famine,,,famine,famine,hunger,famine,spent,,,famine,famine,,,,famine,famine,,,famine,,,famine,,famine,,,,famine,,,famine,,famine,famine,famine,famine,famine,,famine,,famine,,famine,famine,,,famine,famine,low,famine,famine,famine,famine,famine,famine,famine,,famine,famine,famine,,famine,famine
λιμός,153,unigram,masculine,nominative,singular,famine,135.85733306391415,,famine,famine,famine,famine,famine,,starving,one-half,,shortage,,famine,famine,famine,famine,famine,famine,famine,widows,famine,famine,famine,famine,famine,famine,,,famine,famine,,,starving,,,,,famine,famine,scarcity,,famine,,half,famine,famine,famine,,famine,,,famine,,famine,famine,famine,,famine,,famine,famine,famine,,starving,famine
γεωργός,280,unigram,masculine,nominative,plural,tenants,35211.312021624624,,husbandmen,,vine-growers,husbandmen,husbandmen,,ourselves,farmers,koremim,,tenants,tenants,vinedressers,tenants,farmers,tenants,tenants,farmers,farmers,tenants,husbandmen,farmers,tenants,husbandmen,,farmers,,vinedressers,tenants,,,ourselves,tenants,tenants,farmers,renters,husbandmen,husbandmen,farmers,farmers,farmers,tenants,ours,,tenants,tenants,,tenants,workers,renters,husbandmen,tenants,vine-growers,husbandmen,farmers,tenants,husbandmen,,husbandmen,farmers,tenants,tenants,ourselves,"farmer, tenant"
γεωργός,53,unigram,masculine,nominative,singular,gardener,2.444380690223183,,husbandman,vinedresser,vinedresser,husbandman,husbandman,earth-tiller,vine,gardener,,keeper,gardener,gardener,vinedresser,vinedresser,farmer,vinedresser,vine,farmer,vine,vinedresser,Am,farmer,vinegrower,husbandman,,grapevine,,vinedresser,vinegrower,,grower,vine,real,gardener,gardener,gardener,husbandman,,gardener,gardener,farmer,vine,gardener,vinedresser,vine,vinedresser,,,⌞Then,gardener,husbandman,vine,vinedresser,husbandman,gardener,vine,husbandman,,husbandman,keeper,tends,,vine,"farmer, tenant"
πατήρ,219,unigram,masculine,accusative,plural,fathers,758.2535357895854,,fathers,fathers,fathers,fathers,fathers,,,ancestors,,ancestors,ancestors,ancestors,,,fathers,fathers,Abrahamand,fathers,ancestors.Now,fathers,fathers,fathers,,fathers,fathers,promise,,fathers,,,,,,ancestors,fathers,fathers,fathers,fathers,fathers,ancestors,fathers,Abrahamand,ancestors,fathers,Abrahamand,,,,,years.He,fathers,Abrahamand,fathers,fathers,ancestors,Abrahamand,fathers,,fathers,ancestors,promises,fathers,,father
πατήρ,335,unigram,masculine,accusative,singular,Father,126108568.64434572,,Father,Father,Father,Father,Father,Father,Father,Father,HaAv,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,,Father,Father,,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,father
πατήρ,345,unigram,masculine,nominative,plural,fathers,175086208617731.5,,fathers,fathers,fathers,fathers,fathers,fathers,ancestors,ancestors,Avot,ancestors,ancestors,ancestors,fathers,fathers,fathers,fathers,ancestors,fathers,ancestors,fathers,fathers,fathers,ancestors,fathers,fathers,ancestors,,fathers,ancestors,,ancestors,ancestors,fathers,ancestors,forefathers,ago,fathers,fathers,fathers,ancestors,fathers,ancestors,fathers,fathers,ancestors,fathers,,forefathers,ancestors,ago,fathers,ancestors,fathers,fathers,ancestors,ancestors,fathers,,fathers,fathers,ancestors,fathers,ancestors,father
πατήρ,206,unigram,masculine,nominative,singular,Father,9.150213039694323e+44,,Father,Father,Father,Father,Father,Father,Father,Father,HaAv,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,,Father,Father,,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,Father,father
ἀγρός,360,unigram,masculine,accusative,plural,country,114.42090217359633,,country,villages,,country,country,towns,farms,countryside,sadot,countryside,countryside,countryside,fields,country,sisters,lands,farms,country,villages,countryside,lands,sisters,fields,country,country,nearby,,country,fields,,lands,farms,country,countryside,countryside,countryside,country,villages,country,farms,sisters,farms,,fields,farms,country,,country,fields,countryside,country,farms,countryside,country,fields,farms,fields,,country,fields,villages,countryside,farms,field
ἀγρός,42,unigram,masculine,accusative,singular,field,1.4355883618248647e+19,,field,field,,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,,fielde,field,field,field,field,field,,field,field,,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,,field,field,field,field,field,field,field,field,field,field,,field,field,field,field,field,field
δάκτυλος,257,unigram,masculine,accusative,plural,fingers,18.475863973490476,,fingers,fingers,,fingers,fingers,fingers,,,,,fingers,,fingers,fingers,fingers,fingers,,fingers,,fingers,fingers,fingers,,fingers,fingers,,,fingers,,,,,,fingers,,,,fingers,fingers,,fingers,,,fingers,,fingers,,fingers,,,fingers,,fingers,fingers,fingers,,fingers,,fingers,fingers,,fingers,,finger
δάκτυλος,196,unigram,masculine,accusative,singular,finger,13401727.036593834,,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,wound,,finger,finger,,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,finger,,finger,Thomas,finger,finger,finger,finger,finger,finger,finger,finger,,finger,finger,finger,finger,finger,finger
ἰχθύς,171,unigram,masculine,accusative,plural,fish,4.8838360572413695,,fishes,fish,fish,fishes,fishes,fishes,fish,loaves,betziat,fish,loaves,fish,fish,fish,fish,fish,loaves,fish,loaves,fish,fishes,fish,fish,fishes,loaves,fish,,fish,fish,,fish,fish,fish,loaves,,loaves,fishes,loaves,loaves,loaves,fish,loaves,loaves,fish,loaves,fish,,fish,fish,loaves,fishes,loaves,fish,fishes,fish,loaves,fishes,fish,fishes,fish,loaves,fish,fish,fish
ἰχθύς,212,unigram,masculine,accusative,singular,fish,7744161.436440752,,fish,fish,fish,fish,fish,fish,fish,fish,dag,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,,fish,fish,,fish,fish,fish,fish,fish,fish,fish,serpent,fish,fish,fish,fish,fish,fish,fish,fish,,fish,fish,fish,fish,fish,fish,fish,fish,fish,fish,,fish,fish,fish,fish,fish,fish
δίκτυον,122,unigram,neuter,accusative,plural,nets,5.22106803190835e+30,,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,trawl-nets,nets,nets,,nets,nets,,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,,nets,nets,nets,nets,nets,nets,nets,nets,nets,nets,,nets,nets,nets,nets,nets,fishing net
δίκτυον,222,unigram,neuter,accusative,singular,net,6328430.5098279985,,net,net,net,net,net,net,net,net,reshet,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,,net,net,,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,net,,net,net,net,net,net,net,net,net,net,net,,net,net,fish,net,net,fishing net
δίκτυον,269,unigram,neuter,nominative,singular,fifty-three,4.934460219694863,,,fifty-three,fifty-three,net,net,net,153,fifty-three,,fifty-three,,,,,fifty-three,,,fifty-three,,,,fifty-three,,fifty-three,net,,,,,,,fifty-three,153,,,,fifty-three,fifty-three,,fish—153,fifty-three,,153,,,,,,,,,,,net,,,,,,,,,153,fishing net
τροφή,271,unigram,feminine,accusative,plural,buy,44.42003363492321,,buy,buy,buy,food,food,buy,,buying,buy,buy,buy,supplies,buy,buy,buy,buy,buy,buy,,buy,buy,buy,buy,provisions,buy,buy,,buy,buy,,buy,,buy,buy,,buy,buy,meats,buy,buying,buy,buy,buying,buy,buy,buy,,buy,buy,,buy,buy,buy,food,buy,buy,victuals,,buy,buy,,buy,,food
τροφή,355,unigram,feminine,accusative,singular,proper,2.822016477744805,,,portion,sensible,household,household,meine,supplies,trusts,prescribed,puts,proper,proper,household,proper,due,proper,proper,due,Rule,supplies,household,due,,household,food,,,due,,,prudent,supplies,,proper,,tells,,family,household,trusts,due,proper,trusts,faithful,proper,proper,,,faithful,job,,proper,sensible,household,proper,proper,nourishment,,,proper,,proper,supplies,food
πούς,260,unigram,masculine,accusative,plural,feet,1.5228850814608e+47,,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feete,feet,feet,feet,feet,feet,,feet,feet,,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,,feet,feet,feet,feet,feet,feet,feet,feet,feet,feet,,feet,feet,feet,feet,feet,foot
πούς,126,unigram,masculine,accusative,singular,dash,3.5154565391050485,,dash,,stone.,dash,dash,,,handsso,,foot,foot,foot,foot,,dash,foot,,dash,,,dash,dash,dash,strike,,handsso,,dash,dash,,dash,,support,foot,stone,,dash,dash,,,dash,,,stone.,,,,91:11,rock.,,dash,,,dash,support,,,,dash,,,,,foot
καρπός,202,unigram,masculine,accusative,plural,fruit,22198923.83936681,,fruits,fruits,fruit,fruits,fruits,fruits,fruit,share,fruit,fruit,fruit,fruit,fruit,fruits,fruit,fruits,healthy,fruit,fruit,fruit,fruites,fruit,fruits,fruits,fruit,fruit,,fruits,fruits,,produce,fruit,fruit,fruit,fruit,fruit,fruits,fruits,fruit,fruit,fruit,healthy,share,fruit,healthy,fruits,,fruits,produce,fruit,fruits,healthy,fruit,fruits,fruit,healthy,fruits,,fruits,fruit,portion,fruits,fruit,"fruit, crop, harvest"
καρπός,255,unigram,masculine,accusative,singular,fruit,1.2638757366458848e+22,,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,pri,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruite,fruit,fruit,fruit,fruit,fruit,,fruit,fruit,,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit,"fruit, crop, harvest"
πλήρωμα,297,unigram,neuter,accusative,plural,baskets,967.0215863750875,,fragments,,baskets,basketfuls,basketfuls,broken,baskets,leftover,shirayim,baskets,basketfuls,baskets,baskets,baskets,baskets,baskets,baskets,baskets,baskets,baskets,baskets,baskets,baskets,fragments,fragments,baskets,,fragments,baskets,,fragments,baskets,baskets,basketfuls,basketfuls,baskets,fragments,fragments,baskets,baskets,baskets,baskets,eaten,,baskets,baskets,,baskets,leftover,baskets,fragments,baskets,baskets,basketfuls,baskets,baskets,hand-baskets,,fragments,baskets,leftovers,baskets,baskets,fullness
πλήρωμα,354,unigram,neuter,accusative,singular,shrink,1.7802068408079776,,cloth,pulls,,undressed,undressed,,shrink,,,,,unshrunk,sews,,,,shrink,,mend,,breach,,,patch,piece,,,,,,,shrink,unshrunk,,shrink,patch,mends,raw,,,,shrink,,,shrink,,,patch,,patch,cloth,shrink,,undressed,,shrink,undressed,,cloth,,,,shrink,fullness
γενεά,298,unigram,feminine,accusative,plural,generation,16.201648475440177,,himfrom,,,generations,generations,kindred,,everto,,generation,,generation,Himfrom,,generations,,,generations,him.He,,generation,generations,,generations,generation,,,,,,ageto,,generationhe,,,,generation,generations,generation,mercyto,generations,,mercyto,generation,,,,,generation,parent,himfrom,,,,,,generations,,himFrom,generation,,generation,,generation
γενεά,256,unigram,feminine,accusative,singular,generation,7.191136479332219e+17,,generation,generation,generation,generation,generation,generation,people,dishonest,generation,generation,generation,generation,generation,generation,generation,generation,,generation,today,generation,generation,generation,generation,generation,generation,generation,,generation,generation,,generation,people,generation,generation,generation,generation,generation,generation,generation,,generation,,,generation,,generation,,generation,living,,generation,,generation,generation,generation,,generation,,generation,generation,generation,generation,people,generation
γενεά,343,unigram,feminine,nominative,plural,generations,137315605037.4973,,generations,generations,generations,generations,generations,generations,,,generations,,generations,generations,generations,generations,generations,generations,,generations,,generations,,generations,generations,generations,generations,generations,,generations,generations,,,,generations,generations,,taken,generations,generations,generations,until,generations,,,generations,,generations,,generations,,,generations,,generations,generations,,,generations,,generations,,,generations,,generation
γενεά,167,unigram,feminine,nominative,singular,generation,5.26180094635784e+21,,generation,generation,generation,generation,generation,generation,You,people,generation,generation,generation,generation,generation,generation,generation,generation,people,generation,today,generation,generation,generation,generation,generation,generation,generation,,generation,generation,,generation,You,generation,generation,generation,generation,generation,generation,generation,prove,generation,people,people,generation,people,generation,,generation,generation,people,generation,people,generation,generation,generation,people,generation,,generation,generation,generation,generation,You,generation
δῶρον,334,unigram,neuter,accusative,plural,gifts,3202408406704.8926,,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,giftes,gifts,gifts,gifts,gifts,gifts,,gifts,gifts,,offerings,gifts,gifts,gifts,gifts,their,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,gifts,,putting,gifts,rich,gifts,gifts,gifts,gifts,gifts,gifts,gifts,,gifts,gifts,their,gifts,gifts,gift
δῶρον,180,unigram,neuter,accusative,singular,gift,2149200.6090592113,,gift,gift,offering,gift,gift,gift,gift,gift,korban,gift,gift,altar,gift,gift,gift,gift,gift,gift,altar,offering,gift,gift,gift,gift,altar,altar,,gift,gift,,gift,gift,altar,gift,altar,gift,gift,gift,gift,gift,gift,gift,gift,gift,gift,gift,,altar,altar,gift,gift,gift,offering,gift,gift,gift,gift,,gift,gift,altar,altar,gift,gift
ἡγεμών,189,unigram,masculine,accusative,plural,governors,539.2465983494793,,kings,kings,governors,governors,governors,kings,kings,governors,,governors,governors,governors,governors,governors,governors,governors,kings,governors,kings,governors,Kings,governors,governors,kings,kings,governors,,kings,governors,,governors,kings,governors,governors,governors,governors,kings,governors,sovereigns,governors,governors,kings,governors,governors,kings,governors,,governors,governors,governors,kings,kings,governors,governors,governors,kings,governors,,kings,governors,rulers,governors,kings,"governor, ruler"
ἡγεμών,14,unigram,masculine,accusative,singular,governor,102.25213207644641,,governor,procurator,governor,governor,governor,,,surprised,,greatly,,quite,governor,governor,governor,governor,Governor,governor,reply,reply,gouernour,governor,governor,governor,exceedingly,response,,governor,governor,,,,amazement,charge—to,greatly,governor,governor,governor,,governor,governor,Governor,surprised,,Governor,governor,,,,,governor,Governor,governor,governor,quite,Governor,governor,,governor,,defense,,,"governor, ruler"
σταφυλή,205,unigram,feminine,accusative,plural,picks,2.1493460796348094,,,,,,,briars,picks,,,,,,,,,,,,,,,,,,,,,,,,,picks,,,,,thistles,,,thornbushes,,,thornbushes,,,,,figs,,,,,,,,,,,,,,,picks,grapes
