lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2073_translation,version_2074_translation,version_2075_translation,english_translation
ἀκοή,88,unigram,feminine,accusative,singular,tetrarki,1.1288058187949945,tetrarki,tetrarki,gbúròó,rumor
ἀκοή,187,unigram,feminine,nominative,plural,ketekete,1.2125895793310684,,ketekete,,rumor
ἀκοή,378,unigram,feminine,nominative,singular,ká,1.4154614332587327,ká,ká,Òkìkí,rumor
βιβλίον,65,unigram,neuter,accusative,plural,,,ọkọ̃kan,ọ̀kọ̀ọ̀kan,ààyè,"scroll, book"
βιβλίον,62,unigram,neuter,accusative,singular,ìwé,2.5398828083065896,iwe,ìwé,ìwé,"scroll, book"
διάκονος,250,unigram,masculine,nominative,plural,,,,Alábojútó,alága,"servant, minister, deacon"
διάκονος,105,unigram,masculine,nominative,singular,iranṣẹ,2.733342621724216,iranṣẹ,ìránṣẹ́,iranṣẹ,"servant, minister, deacon"
δοῦλος,242,unigram,masculine,accusative,plural,,,ọmọ-ọdọ,ọ̀dọ̀,ẹrú,"servant, slave"
δοῦλος,33,unigram,masculine,accusative,singular,,,ọmọ-ọdọ,ọ̀dọ̀,ẹrú,"servant, slave"
δοῦλος,119,unigram,masculine,nominative,plural,,,ọmọ-ọdọ,ọ̀dọ̀,ẹrú,"servant, slave"
δοῦλος,236,unigram,masculine,nominative,singular,,,ọmọ-ọdọ,ọ̀dọ̀,ẹrú,"servant, slave"
πρόβατον,371,unigram,neuter,accusative,plural,,,agutan,àgùntàn,aguntan,sheep
πρόβατον,166,unigram,neuter,accusative,singular,,,agutan,àgùntàn,aguntan,sheep
ποιμήν,285,unigram,masculine,nominative,plural,,,oluṣọ-agutan,olùṣọ́-àgùntàn,olùṣọ́-aguntan,"shepherd, pastor"
ποιμήν,330,unigram,masculine,nominative,singular,,,oluṣọ-agutan,olùṣọ́-àgùntàn,olùṣọ́-aguntan,"shepherd, pastor"
σημεῖον,162,unigram,neuter,accusative,plural,,,àmi,ààmì,ìyanu,sign
σημεῖον,147,unigram,neuter,accusative,singular,,,àmi,ààmì,àmì,sign
σημεῖον,51,unigram,neuter,nominative,plural,,,Àmi,Ààmì,àmì,sign
σημεῖον,104,unigram,neuter,nominative,singular,,,àmi,ààmì,àmì,sign
δραχμή,339,unigram,feminine,accusative,plural,,,fitilà,fàdákà,,"silver coin, drachma"
δραχμή,195,unigram,feminine,accusative,singular,,,fadakà,fàdákà,,"silver coin, drachma"
ἀργύριον,247,unigram,neuter,accusative,plural,owó,4.4525793105558495,owo,owó,owó,"silver, money"
ἀργύριον,382,unigram,neuter,accusative,singular,owó,8.323823109786073,owo,owó,owó,"silver, money"
ἁμαρτία,325,unigram,feminine,accusative,plural,,,ẹ̀ṣẹ,ẹ̀ṣẹ̀,ẹ̀ṣẹ̀,sin
ἁμαρτία,252,unigram,feminine,accusative,singular,,,ẹ̀ṣẹ,ẹ̀ṣẹ̀,ẹ̀ṣẹ̀,sin
ἁμαρτία,334,unigram,feminine,nominative,plural,jì,1.0756833512970143,,jì,jì,sin
ἁμαρτία,331,unigram,feminine,nominative,singular,,,ẹ̀ṣẹ-kẹṣẹ,ẹ̀ṣẹ̀,ìsọ̀rọ̀,sin
ἀδελφή,358,unigram,feminine,accusative,plural,arabinrin,2.021352982701357,arabinrin,arábìnrin,arabinrin,sister
ἀδελφή,155,unigram,feminine,accusative,singular,arabinrin,3.5499507025690096,arabinrin,arábìnrin,arabinrin,sister
ἀδελφή,25,unigram,feminine,nominative,plural,arabinrin,6.998989756153427,arabinrin,arábìnrin,arabinrin,sister
ἀδελφή,357,unigram,feminine,nominative,singular,arabinrin,11.167283935754252,arabinrin,arábìnrin,arabinrin,sister
ῥάπισμα,177,unigram,neuter,accusative,plural,Kabiyesi,1.8197205302244241,Kabiyesi,Kábíyèsí,Kabiyesi,"slap, strike, hit"
ῥάπισμα,317,unigram,neuter,accusative,singular,,,nda,alábojútó,gbá,"slap, strike, hit"
πλοιάριον,270,unigram,neuter,nominative,plural,Tiberia,1.5960721272812692,Tiberia,Tiberia,Tiberiasi,small boat
πλοιάριον,161,unigram,neuter,nominative,singular,ọkọ̀,1.2960614946424762,ọkọ̀,ọkọ̀,ọkọ̀,small boat
ὀψάριον,209,unigram,neuter,accusative,plural,Ọmọdékùnrin,1.0960622061228922,,Ọmọdékùnrin,,small fish
ὀψάριον,297,unigram,neuter,accusative,singular,ẹja,1.4408702309382198,ẹja,ẹja,ẹja,small fish
υἱός,56,unigram,masculine,accusative,plural,ọmọ,1.3655800564867135,ọmọ,Sebede,ọmọ,son
υἱός,146,unigram,masculine,accusative,singular,,,Ọmọ-enia,Ọmọ,Ọmọ-Eniyan,son
υἱός,150,unigram,masculine,nominative,plural,ọmọ,133.91489075888205,ọmọ,ọmọ,ọmọ,son
υἱός,244,unigram,masculine,nominative,singular,,,Ọmọ-enia,Ọmọ,Ọmọ-Eniyan,son
ψυχή,258,unigram,feminine,accusative,plural,,,sũru,ìdúró,ìdúróṣinṣin,"soul, life"
ψυχή,328,unigram,feminine,accusative,singular,,,ẹmí,ẹ̀mí,ẹ̀mí,"soul, life"
ἀστήρ,341,unigram,masculine,nominative,plural,,,irawọ,ìràwọ̀,ìràwọ̀,star
ἀστήρ,218,unigram,masculine,nominative,singular,,,iduro,ìràwọ̀,ọ̀gangan,star
λίθος,345,unigram,masculine,accusative,plural,,,okuta,òkúta,ṣa,stone
λίθος,45,unigram,masculine,accusative,singular,òkúta,15.705829089158174,okuta,òkúta,òkúta,stone
λίθος,160,unigram,masculine,nominative,plural,òkúta,3.0133085561931727,okuta,òkúta,òkúta,stone
λίθος,49,unigram,masculine,nominative,singular,òkúta,3.4050777208498317,okuta,òkúta,òkúta,stone
συναγωγή,283,unigram,feminine,accusative,plural,,,sinagogu,Sinagọgu,ìpàdé,synagogue
συναγωγή,384,unigram,feminine,accusative,singular,,,sinagogu,Sinagọgu,ìpàdé,synagogue
τράπεζα,224,unigram,feminine,accusative,plural,,,tabili,tábìlì,ṣubú,table
τράπεζα,163,unigram,feminine,accusative,singular,,,elé,èlé,banki,table
τάλαντον,82,unigram,neuter,accusative,plural,,,talenti,tálẹ́ǹtì,àpò,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,261,unigram,neuter,accusative,singular,,,talenti,tálẹ́ǹtì,àpò,talent (weight and monetary unit: around 20 years' wages)
φόρος,312,unigram,masculine,accusative,plural,,,tikara-on,lọ́kàn,owó-orí,tax
φόρος,335,unigram,masculine,accusative,singular,,,owode,Kesari,àbí,tax
τελώνης,217,unigram,masculine,nominative,plural,,,agbowode,agbowó,agbowó-odè,tax collector
τελώνης,85,unigram,masculine,nominative,singular,,,agbowode,agbowó,agbowó-odè,tax collector
γραμματεύς,389,unigram,masculine,nominative,plural,,,akọwe,olùkọ́,amòfin,"teacher, expert in the law, scholar, scribe"
γραμματεύς,245,unigram,masculine,nominative,singular,,,Akọwe,òfin,Amòfin,"teacher, expert in the law, scholar, scribe"
καθηγητής,372,unigram,masculine,nominative,plural,,,olukọni,ṣoṣo,kanṣoṣo,"teacher, guide"
καθηγητής,260,unigram,masculine,nominative,singular,,,olukọni,ṣoṣo,kanṣoṣo,"teacher, guide"
κλέπτης,96,unigram,masculine,nominative,plural,,,,kòkòrò,dógùn-ún,thief
κλέπτης,259,unigram,masculine,nominative,singular,olè,14.935278050976633,olè,olè,olè,thief
διαλογισμός,342,unigram,masculine,accusative,plural,,,ìro,èrò,ọkàn,"thought, argument"
διαλογισμός,169,unigram,masculine,accusative,singular,,,ìro,ọmọdé,lẹ́gbẹ̀ẹ́,"thought, argument"
διαλογισμός,139,unigram,masculine,nominative,plural,ọkàn,2.128304789540453,ọkàn,ọkàn,ọkàn,"thought, argument"
διαλογισμός,333,unigram,masculine,nominative,singular,,,Iyan,Iyàn,Àríyànjiyàn,"thought, argument"
θρόνος,6,unigram,masculine,accusative,plural,,,atunbi,ìsọdọ̀tun,,throne
θρόνος,275,unigram,masculine,accusative,singular,,,julọ,Ọ̀gá-ògo,é.,throne
χρόνος,308,unigram,masculine,accusative,plural,,,pipẹ,,pẹ́,time
χρόνος,266,unigram,masculine,accusative,singular,,,lẹsọlẹsọ,amòye,fọgbọ́n,time
καιρός,89,unigram,masculine,nominative,plural,Idà,1.096185247111637,,,Idà,"time, right time"
καιρός,165,unigram,masculine,nominative,singular,,,akokò,àkókò,Àkókò,"time, right time"
τάφος,152,unigram,masculine,accusative,plural,,,ọṣọ,ọ̀ṣọ́,lọ́ṣọ̀ọ́,"tomb, grave"
τάφος,201,unigram,masculine,accusative,singular,ibojì,3.3380864021640493,daju,ibojì,ibojì,"tomb, grave"
μνημεῖον,17,unigram,neuter,accusative,plural,ibojì,1.54560306005368,Egbé,ibojì,ibojì,"tomb, grave"
μνημεῖον,21,unigram,neuter,accusative,singular,ibojì,252.89555449982365,ibojì,ibojì,ibojì,"tomb, grave"
μνημεῖον,92,unigram,neuter,nominative,plural,,,okú,láìmọ̀,ibojì,"tomb, grave"
μνημεῖον,301,unigram,neuter,nominative,singular,ibojì,1.6799832218304458,ibojì,ibojì,òkú,"tomb, grave"
ὀδούς,78,unigram,masculine,accusative,plural,eyín,1.0960866985123228,,,eyín,tooth
ὀδούς,83,unigram,masculine,accusative,singular,,,ehín,eyín,,tooth
θησαυρός,115,unigram,masculine,accusative,plural,ìṣúra,1.75957413571534,iṣura,ìṣúra,ìṣúra,treasure
θησαυρός,253,unigram,masculine,accusative,singular,ta,1.0784342255632877,iṣura,ta,ta,treasure
δένδρον,103,unigram,neuter,accusative,plural,igi,2.7478274118518238,igi,igi,igi,tree	
δένδρον,90,unigram,neuter,accusative,singular,igi,2.4838342692612114,igi,igi,igi,tree	
κώμη,307,unigram,feminine,accusative,plural,,,iletò,ìletò,abúlé,village
κώμη,64,unigram,feminine,accusative,singular,,,iletò,ìletò,abúlé,village
παρθένος,323,unigram,feminine,nominative,plural,wundia,4.176083780295259,wundia,wúńdíá,wundia,virgin
παρθένος,233,unigram,feminine,nominative,singular,Emmanueli,1.0960670999999007,Emmanueli,,,virgin
φωνή,234,unigram,feminine,nominative,plural,Ohùn,1.0962100302615791,,,Ohùn,voice or sound
φωνή,368,unigram,feminine,nominative,singular,ohùn,1.4077757330943097,ohùn,ohùn,Ohùn,voice or sound
πόλεμος,299,unigram,masculine,accusative,plural,,,idagìri,ìdágìrì,ogun,war
ὕδωρ,390,unigram,neuter,accusative,plural,omi,7.6110463290756485,omi,omi,omi,water
ὕδωρ,109,unigram,neuter,accusative,singular,omi,53.19258301328884,omi,omi,omi,water
ὕδωρ,129,unigram,neuter,nominative,singular,omi,7.580724201638703,omi,omi,omi,water
ὑδρία,239,unigram,feminine,accusative,plural,ikoko,1.0960524252565438,ikoko,,,water jar
ὑδρία,136,unigram,feminine,accusative,singular,,,ladugbo,ládugbó,ìkòkò,water jar
ὁδός,300,unigram,feminine,accusative,plural,,,ọ̀na,ọ̀nà,kún,way
ὁδός,168,unigram,feminine,accusative,singular,,,ọ̀na,ọ̀nà,ọ̀nà,way
γάμος,189,unigram,masculine,accusative,plural,,,iyawo,ìgbéyàwó,igbeyawo,wedding
γάμος,278,unigram,masculine,accusative,singular,igbeyawo,3.40063867273885,igbeyawo,ìgbéyàwó,igbeyawo,wedding
γυνή,128,unigram,feminine,accusative,plural,aya,1.1837010644910875,àtetekọṣe,aya,aya,"wife, woman"
γυνή,206,unigram,feminine,accusative,singular,aya,10.195724722143433,aya,aya,iyawo,"wife, woman"
γυνή,140,unigram,feminine,nominative,plural,obinrin,10.287803342131124,obinrin,obìnrin,obinrin,"wife, woman"
γυνή,145,unigram,feminine,nominative,singular,,,obinrin,obìnrin,Obinrin,"wife, woman"
ἄνεμος,11,unigram,masculine,nominative,plural,,,afẹfẹ,,ẹ̀fúùfù,wind
ἄνεμος,79,unigram,masculine,nominative,singular,,,afẹfẹ,ìjì,afẹ́fẹ́,wind
πνεῦμα,355,unigram,neuter,accusative,plural,,,igbẹhin,,Ìgbẹ̀yìn,"wind, breath, spirit"
πνεῦμα,194,unigram,neuter,accusative,singular,,,Ẹmí,Ẹ̀mí,Ẹ̀mí,"wind, breath, spirit"
πνεῦμα,14,unigram,neuter,nominative,plural,,,aimọ́,ẹ̀mí,èṣù,"wind, breath, spirit"
πνεῦμα,28,unigram,neuter,nominative,singular,,,Ẹmí,Ẹ̀mí,Ẹ̀mí,"wind, breath, spirit"
λύκος,5,unigram,masculine,nominative,singular,,,ikõkò,ìkookò,,wolf
κοιλία,101,unigram,feminine,nominative,plural,ọmú,1.0961014216060068,,ọmú,,"womb, stomach, source of feelings and emotions"
κοιλία,322,unigram,feminine,nominative,singular,,,nahùn,,fọhùn,"womb, stomach, source of feelings and emotions"
ῥῆμα,215,unigram,neuter,accusative,plural,,,ọ̀rọ,ọ̀rọ̀,ọ̀rọ̀,word
ῥῆμα,191,unigram,neuter,accusative,singular,,,ọ̀rọ,ọ̀rọ̀,yé,word
ῥῆμα,37,unigram,neuter,nominative,plural,,,ọ̀rọ,ọ̀rọ̀,ọ̀rọ̀,word
ῥῆμα,376,unigram,neuter,nominative,singular,,,ọ̀rọ,ọ̀rọ̀,ọ̀rọ̀,word
λόγος,192,unigram,masculine,accusative,plural,,,ọ̀rọ,ọ̀rọ̀,ọ̀rọ̀,word
λόγος,182,unigram,masculine,accusative,singular,,,ọ̀rọ,ọ̀rọ̀,ọ̀rọ̀,word
λόγος,179,unigram,masculine,nominative,plural,,,Ọrun,Ọ̀run,Ọ̀run,word
λόγος,344,unigram,masculine,nominative,singular,,,ọ̀rọ,ọ̀rọ̀,ọ̀rọ̀,word
ἔργον,53,unigram,neuter,accusative,plural,,,iṣẹ,iṣẹ́,iṣẹ́,work
ἔργον,111,unigram,neuter,accusative,singular,,,iṣẹ,iṣẹ́,iṣẹ́,work
ἔργον,348,unigram,neuter,nominative,plural,,,iṣẹ,iṣẹ́,iṣẹ́,work
ἔργον,321,unigram,neuter,nominative,singular,,,Eyi,an,Iṣẹ́,work
ἐργάτης,172,unigram,masculine,nominative,plural,,,alagbaṣe,,òṣìṣẹ́,worker
ἐργάτης,246,unigram,masculine,nominative,singular,,,,ọ̀yà,tọ́,worker
μέριμνα,170,unigram,feminine,nominative,singular,ìtànjẹ,1.4302868908618154,alaileso,ìtànjẹ,ìtànjẹ,"worry, concern, desire"
ἔτος,296,unigram,neuter,accusative,plural,ọdún,116.76576060290088,ọdún,ọdún,ọdún,year
ἔτος,207,unigram,neuter,accusative,singular,ìlẹ̀dú,1.1063205521617083,,ìlẹ̀dú,,year
ζεῦγος,24,unigram,neuter,accusative,plural,Èkejì,1.0960524252565438,,Èkejì,,"yoke, pair"
ζεῦγος,288,unigram,neuter,accusative,singular,,,,Àdàbà,ẹbọ,"yoke, pair"
