lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2144_translation,version_2145_translation,english_translation
ἀνήρ,582,unigram,masculine,nominative,singular,исемле,1.0234787559933638,,исемле,"man, husband"
μνᾶ,624,unigram,feminine,accusative,plural,тәңкә,1.1186739218935646,,тәңкә,mina (about 100 days' wages)
μήτηρ,609,unigram,feminine,accusative,singular,әсәһен,3.5489777189232856,,әсәһен,mother
ὄρος,599,unigram,neuter,accusative,singular,тауға,1.4714495861409578,,тауға,mountain
ὄνομα,439,unigram,neuter,accusative,singular,исем,1.3649147590158144,,исем,name
ὄνομα,589,unigram,neuter,nominative,singular,исемле,1.0005512946895865,,исемле,name
ἔθνος,575,unigram,neuter,accusative,plural,халыҡтарға,1.6924537444941004,,халыҡтарға,nation
ἔθνος,552,unigram,neuter,accusative,singular,батшалыҡҡа,1.0521058450501977,,батшалыҡҡа,nation
ἔθνος,627,unigram,neuter,nominative,plural,ҡайғырта,1.1697123696525153,,ҡайғырта,nation
ἔθνος,434,unigram,neuter,nominative,singular,батшалыҡҡа,1.0500335380263697,,батшалыҡҡа,nation
νύξ,547,unigram,feminine,accusative,plural,үткәргән,1.1160716799575845,,үткәргән,night
ὅρκος,456,unigram,masculine,accusative,plural,алдында,1.1301060137582246,,алдында,oath
βοῦς,523,unigram,masculine,accusative,plural,аҡса,1.3759587914450953,,аҡса,ox
παραβολή,596,unigram,feminine,accusative,plural,ҡиссаларҙы,1.1233979335967157,,ҡиссаларҙы,parable
παραβολή,571,unigram,feminine,accusative,singular,ҡисса,1.3555009357910364,,ҡисса,parable
μέρος,660,unigram,neuter,accusative,plural,ерҙәренә,1.202967031353847,,ерҙәренә,part
τόπος,606,unigram,masculine,accusative,plural,урыны-урыны,1.044216892134351,,урыны-урыны,place
τόπος,621,unigram,masculine,accusative,singular,урынға,1.5126256035611672,,урынға,place
ὄφις,485,unigram,masculine,accusative,singular,йылан,1.2251081100873107,,йылан,poison
σκεῦος,510,unigram,neuter,accusative,plural,бәйләмәһә,1.3093434159881558,,бәйләмәһә,"possession, object, thing, jar, vessel"
σκεῦος,592,unigram,neuter,accusative,singular,үтергә,1.1796107829896338,,үтергә,"possession, object, thing, jar, vessel"
δύναμις,471,unigram,feminine,nominative,plural,мөғжизәләр,1.1978581653034068,,мөғжизәләр,"power, ability, miracle"
δύναμις,492,unigram,feminine,nominative,singular,һауыҡтырған,1.5500802264392497,,һауыҡтырған,"power, ability, miracle"
ἱερεύς,584,unigram,masculine,nominative,singular,рухани,1.4066358771739695,,рухани,priest
φυλακή,432,unigram,feminine,accusative,singular,төрмәгә,2.970659946223856,,төрмәгә,prison
προφήτης,459,unigram,masculine,accusative,plural,пәйғәмбәрҙәрҙең,1.0571705313301694,,пәйғәмбәрҙәрҙең,prophet
προφήτης,556,unigram,masculine,accusative,singular,пәйғәмбәр,1.7123028423102191,,пәйғәмбәр,prophet
προφήτης,572,unigram,masculine,nominative,plural,пәйғәмбәрҙәр,3.789496617932343,,пәйғәмбәрҙәр,prophet
προφήτης,600,unigram,masculine,nominative,singular,пәйғәмбәр,1.8499443560470525,,пәйғәмбәр,prophet
βαλλάντιον,426,unigram,neuter,accusative,singular,аҡса,1.3759905802927634,,аҡса,purse
ποταμός,499,unigram,masculine,nominative,plural,йылғалар,1.532311436188919,,йылғалар,river
λῃστής,527,unigram,masculine,nominative,singular,юлбаҫар,1.9999489140783426,,юлбаҫар,robber
ἄρχων,463,unigram,masculine,nominative,plural,башлыҡтар,1.4657203708638338,,башлыҡтар,ruler
ἄρχων,638,unigram,masculine,nominative,singular,хакимы,1.1403406086073822,,хакимы,ruler
ἀκοή,469,unigram,feminine,accusative,singular,хәбәрҙәр,1.1613548718850133,,хәбәрҙәр,rumor
ἀκοή,532,unigram,feminine,nominative,plural,сиселде,1.0960817954296525,,сиселде,rumor
ἀκοή,651,unigram,feminine,nominative,singular,таралды,1.3765242097463473,,таралды,rumor
διάκονος,477,unigram,masculine,nominative,singular,булырға,1.0388370412927859,,булырға,"servant, minister, deacon"
δοῦλος,564,unigram,masculine,accusative,plural,хеҙмәтселәрен,2.6490333198418545,,хеҙмәтселәрен,"servant, slave"
δοῦλος,484,unigram,masculine,nominative,plural,хеҙмәтселәр,2.0910730692282375,,хеҙмәтселәр,"servant, slave"
δοῦλος,561,unigram,masculine,nominative,singular,хеҙмәтсе,3.4804407049536863,,хеҙмәтсе,"servant, slave"
πρόβατον,646,unigram,neuter,accusative,plural,һарыҡтарҙы,1.4733205733513468,,һарыҡтарҙы,sheep
ποιμήν,616,unigram,masculine,nominative,singular,көтөүсе,3.3823745935925063,,көтөүсе,"shepherd, pastor"
σημεῖον,512,unigram,neuter,accusative,plural,мөғжизәләр,2.9736800648123998,,мөғжизәләр,sign
σημεῖον,502,unigram,neuter,accusative,singular,билдә,1.1181037603344213,,билдә,sign
σημεῖον,445,unigram,neuter,nominative,plural,билдәләр,1.5950391588300783,,билдәләр,sign
σημεῖον,476,unigram,neuter,nominative,singular,билдә,1.2074309576091296,,билдә,sign
ἀργύριον,568,unigram,neuter,accusative,plural,утыҙ,1.0924086671510864,,утыҙ,"silver, money"
ἀργύριον,653,unigram,neuter,accusative,singular,аҡса,1.8836419666720536,,аҡса,"silver, money"
ἁμαρτία,613,unigram,feminine,accusative,plural,гонаһтарҙы,1.3259605229353946,,гонаһтарҙы,sin
ἁμαρτία,569,unigram,feminine,accusative,singular,булмаҫ,1.1546897316495413,,булмаҫ,sin
ἁμαρτία,619,unigram,feminine,nominative,plural,кисерелде,1.397458393900121,,кисерелде,sin
ἀδελφή,636,unigram,feminine,accusative,plural,апай-һеңлеләрен,1.2340336234608311,,апай-һеңлеләрен,sister
ἀδελφή,507,unigram,feminine,accusative,singular,һеңлеһе,1.9999488282063582,,һеңлеһе,sister
ἀδελφή,428,unigram,feminine,nominative,plural,һеңлеләре,1.1231550990433856,,һеңлеләре,sister
ὀψάριον,544,unigram,neuter,accusative,plural,балығы,1.0960622061228922,,балығы,small fish
ὀψάριον,595,unigram,neuter,accusative,singular,балыҡты,1.7459938246101123,,балыҡты,small fish
