lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_934_translation,version_935_translation,version_936_translation,version_937_translation,english_translation
πλοιάριον,123,unigram,neuter,nominative,singular,ubwato,1.6527209050639204,,,ubwato,,small boat
ὀψάριον,230,unigram,neuter,accusative,singular,,,,,n'ifi,umugati,small fish
υἱός,42,unigram,masculine,accusative,plural,Maze,2.4932200069102386,Maze,Maze,Zebedayo,Zebedeyi,son
υἱός,111,unigram,masculine,accusative,singular,Umwana,8.097028640613608,Umwana,Umwana,Umwana,Umwana,son
υἱός,114,unigram,masculine,nominative,plural,abana,22.725291480360262,abana,abana,abana,abana,son
υἱός,190,unigram,masculine,nominative,singular,Umwana,9.242744608460601,Umwana,Umwana,Umwana,Umwana,son
ψυχή,251,unigram,feminine,accusative,singular,bwe,1.2404113811289263,bwe,bwe,ubugingo,bwe,"soul, life"
λίθος,266,unigram,masculine,accusative,plural,amabuye,3.9623173554339557,amabuye,amabuye,amabuye,kumutera,stone
λίθος,33,unigram,masculine,accusative,singular,ibuye,5.427979159571655,ibuye,ibuye,ibuye,ibuye,stone
λίθος,122,unigram,masculine,nominative,plural,amabuye,5.167221086688721,amabuye,amabuye,amabuye,amabuye,stone
συναγωγή,220,unigram,feminine,accusative,plural,nsengero,8.610181488099169,nsengero,nsengero,masinagogi,masengero,synagogue
συναγωγή,298,unigram,feminine,accusative,singular,rusengero,9.017630496672218,rusengero,rusengero,isinagogi,isengero,synagogue
τράπεζα,173,unigram,feminine,accusative,plural,y'abavunjaga,1.6701471679950308,y'abavunjaga,y'abavunjaga,z'abaguraga,abavunjaga,table
τάλαντον,64,unigram,neuter,accusative,plural,ibiro,1.8415934682488464,ibiro,ibiro,italanto,amatalenta,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,203,unigram,neuter,accusative,singular,,,,,italanto,talenta,talent (weight and monetary unit: around 20 years' wages)
φόρος,258,unigram,masculine,accusative,singular,,,,,duha,twemerewe,tax
τελώνης,168,unigram,masculine,nominative,plural,abasoresha,5.482574995320965,abasoresha,abasoresha,b'ikoro,abasoresha,tax collector
τελώνης,65,unigram,masculine,nominative,singular,umusoresha,1.8392762504888822,umusoresha,umusoresha,w'ikoro,umusoresha,tax collector
γραμματεύς,302,unigram,masculine,nominative,plural,n'abigishamategeko,2.300996705918672,n'abigishamategeko,n'abigishamategeko,n'abanditsi,abigishamategeko,"teacher, expert in the law, scholar, scribe"
γραμματεύς,191,unigram,masculine,nominative,singular,umwigishamategeko,2.8415851822718654,umwigishamategeko,umwigishamategeko,,Mwigisha,"teacher, expert in the law, scholar, scribe"
καθηγητής,291,unigram,masculine,nominative,plural,Ntimukemere,1.348603562752134,Ntimukemere,Ntimukemere,,,"teacher, guide"
καθηγητής,202,unigram,masculine,nominative,singular,Ntimukemere,1.348603562752134,Ntimukemere,Ntimukemere,,,"teacher, guide"
κλέπτης,74,unigram,masculine,nominative,plural,abajura,1.4173581052467288,,,,abajura,thief
κλέπτης,201,unigram,masculine,nominative,singular,umujura,13.948318501544161,umujura,umujura,umujura,umujura,thief
διαλογισμός,263,unigram,masculine,accusative,plural,,,,,amenya,ibitekerezo,"thought, argument"
διαλογισμός,130,unigram,masculine,accusative,singular,amuhagarika,1.0901788973941546,amuhagarika,amuhagarika,,arembuza,"thought, argument"
διαλογισμός,105,unigram,masculine,nominative,plural,mitima,2.5750033469331566,mitima,mitima,mitima,,"thought, argument"
διαλογισμός,256,unigram,masculine,nominative,singular,umukuru,1.1226489198851297,umukuru,umukuru,z'umukuru,uwaba,"thought, argument"
χρόνος,239,unigram,masculine,accusative,plural,arumaramo,1.2014814324938108,arumaramo,arumaramo,atindayo,ruzamara,time
χρόνος,208,unigram,masculine,accusative,singular,igihe,1.7521020546697466,igihe,igihe,Hasigaye,igihe,time
καιρός,126,unigram,masculine,nominative,singular,igihe,1.873644798461398,igihe,igihe,igihe,Igihe,"time, right time"
τάφος,157,unigram,masculine,accusative,singular,imva,3.0170585038649587,imva,imva,igituro,imva,"tomb, grave"
μνημεῖον,12,unigram,neuter,accusative,plural,mwubakira,1.1799260922451968,,,,mwubakira,"tomb, grave"
μνημεῖον,15,unigram,neuter,accusative,singular,mva,84.71344572413669,mva,mva,gituro,mva,"tomb, grave"
μνημεῖον,233,unigram,neuter,nominative,singular,Aho,1.5025626044840317,,,Aho,,"tomb, grave"
θησαυρός,196,unigram,masculine,accusative,singular,abakene,1.1774056506895965,,,,abakene,treasure
δένδρον,78,unigram,neuter,accusative,plural,arakanura,1.2238654476742756,arakanura,arakanura,,,tree	
δένδρον,69,unigram,neuter,accusative,singular,igiti,3.2953783845727385,,,igiti,igiti,tree	
κώμη,238,unigram,feminine,accusative,plural,,,,,birorero,nsisiro,village
κώμη,49,unigram,feminine,accusative,singular,ziriya,1.7450533833178972,ziriya,ziriya,kirorero,rusisiro,village
παρθένος,247,unigram,feminine,nominative,plural,bakobwa,3.212021406441995,,,bakobwa,bakobwa,virgin
φωνή,181,unigram,feminine,nominative,plural,gusakabaka,1.0962100302615791,,,,gusakabaka,voice or sound
φωνή,287,unigram,feminine,nominative,singular,ijwi,4.978989818729529,ijwi,ijwi,,ijwi,voice or sound
πόλεμος,231,unigram,masculine,accusative,plural,rw'intambara,1.239439935935668,rw'intambara,rw'intambara,kubaho,,war
ὕδωρ,303,unigram,neuter,accusative,plural,mazi,10.94104428014777,mazi,mazi,y'amazi,mazi,water
ὕδωρ,83,unigram,neuter,accusative,singular,amazi,11.395389904841743,amazi,amazi,amazi,amazi,water
ὕδωρ,97,unigram,neuter,nominative,singular,,,Ahubwo,Ahubwo,amazi,amazi,water
ὑδρία,102,unigram,feminine,accusative,singular,asiga,1.2418950832280682,asiga,asiga,asiga,asiga,water jar
ὁδός,232,unigram,feminine,accusative,plural,inzira,3.754480191673458,inzira,inzira,nzira,amayira,way
ὁδός,129,unigram,feminine,accusative,singular,inzira,11.834051683296202,inzira,inzira,inzira,inzira,way
γάμος,147,unigram,masculine,accusative,plural,bukwe,13.458062609506062,bukwe,bukwe,ubukwe,bukwe,wedding
γάμος,216,unigram,masculine,accusative,singular,babutumiwemo,5.999165096867138,babutumiwemo,babutumiwemo,,babutumiwemo,wedding
γυνή,161,unigram,feminine,accusative,singular,umugore,133.41116740678982,umugore,umugore,umugore,umugore,"wife, woman"
γυνή,106,unigram,feminine,nominative,plural,,,,,n'abagore,abagore,"wife, woman"
γυνή,110,unigram,feminine,nominative,singular,umugore,2.6157036945843775,umugore,umugore,umugore,umugore,"wife, woman"
ἄνεμος,7,unigram,masculine,nominative,plural,imiyaga,1.5323326319075297,,,,imiyaga,wind
ἄνεμος,62,unigram,masculine,nominative,singular,umuyaga,19.629391045221684,umuyaga,umuyaga,umuyaga,umuyaga,wind
πνεῦμα,152,unigram,neuter,accusative,singular,Mwuka,3.9869923561865566,Mwuka,Mwuka,Umwuka,Roho,"wind, breath, spirit"
πνεῦμα,9,unigram,neuter,nominative,plural,za,1.1715328132665728,za,za,Abadayimoni,roho,"wind, breath, spirit"
πνεῦμα,21,unigram,neuter,nominative,singular,Mwuka,8.923401746325807,Mwuka,Mwuka,Umwuka,Roho,"wind, breath, spirit"
ῥῆμα,166,unigram,neuter,accusative,plural,,,ubutumwa,ubutumwa,amagambo,amagambo,word
ῥῆμα,149,unigram,neuter,accusative,singular,,,,,jambo,ntibasobanukirwa,word
ῥῆμα,27,unigram,neuter,nominative,plural,,,,,magambo,amagambo,word
λόγος,150,unigram,masculine,accusative,plural,magambo,2.5161381753084666,magambo,magambo,magambo,magambo,word
λόγος,141,unigram,masculine,accusative,singular,,,Ijambo,Ijambo,ijambo,ijambo,word
λόγος,138,unigram,masculine,nominative,plural,amagambo,1.0291975251289838,,,amagambo,,word
λόγος,265,unigram,masculine,nominative,singular,Ijambo,1.1479526726070084,Ijambo,Ijambo,jambo,ijambo,word
ἔργον,39,unigram,neuter,accusative,plural,ibyo,1.6122590934595167,ibyo,ibyo,imirimo,ibikorwa,work
ἔργον,84,unigram,neuter,accusative,singular,ankoreye,1.1965071281635877,ankoreye,ankoreye,umurimo,byiza,work
ἔργον,269,unigram,neuter,nominative,plural,ibikorwa,1.7178886499087038,ibikorwa,ibikorwa,imirimo,ibikorwa,work
ἐργάτης,132,unigram,masculine,nominative,plural,yeze,1.1776681732519398,yeze,yeze,Ibisarurwa,yeze,worker
ἐργάτης,192,unigram,masculine,nominative,singular,umukozi,3.396297198268911,umukozi,umukozi,umukozi,umukozi,worker
ἔτος,229,unigram,neuter,accusative,plural,imyaka,99.18342325710753,imyaka,imyaka,imyaka,imyaka,year
ζεῦγος,17,unigram,neuter,accusative,plural,kuyagerageza,1.0960524252565438,,,kuyagerageza,,"yoke, pair"
