lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1796_translation,version_1797_translation,version_1798_translation,version_1799_translation,version_1800_translation,english_translation
ἀδελφή,123,unigram,feminine,accusative,singular,sisartaan,3.999795186348806,,,,sisartaan,sisartaan,sister
ἀδελφή,17,unigram,feminine,nominative,plural,sisarensa,2.621295718319225,sisarensa,,,,sisarensa,sister
ῥάπισμα,137,unigram,neuter,accusative,plural,korvapuusteja,1.458002126313531,korvapuusteja,,korvapuusteja,,,"slap, strike, hit"
πλοιάριον,209,unigram,neuter,nominative,plural,Tiberiaasta,1.0960670999999007,Tiberiaasta,,,,,small boat
πλοιάριον,127,unigram,neuter,nominative,singular,,,ettei,,,,opetuslastensa,small boat
ὀψάριον,229,unigram,neuter,accusative,singular,,,kalan,,kalan,kalaa,kalaa,small fish
υἱός,41,unigram,masculine,accusative,plural,poikaa,1.4736985149002857,poikaa,,poikaa,pojat,poikaa,son
υἱός,115,unigram,masculine,accusative,singular,Ihmisen,2.4986276712690865,Pojan,,Ihmisen,Ihmisen,Ihmisen,son
υἱός,118,unigram,masculine,nominative,plural,lapset,1.9601856643308833,lapset,,lapset,Jaakob,lapset,son
υἱός,190,unigram,masculine,nominative,singular,Poika,5.276209264470404,Poika,,Poika,Poika,Poika,son
ψυχή,250,unigram,feminine,accusative,singular,,,henkensä,,kadottaa,,pelastaa,"soul, life"
ἀστήρ,262,unigram,masculine,nominative,plural,taivaalta,1.1226250644238682,liikutettaman,,,taivaalta,taivaalta,star
λίθος,266,unigram,masculine,accusative,plural,kiviä,2.6621178048845495,,,kiviä,kiviä,,stone
λίθος,31,unigram,masculine,accusative,singular,kiven,54.06319232603334,kiven,,kiven,kiven,kiven,stone
λίθος,126,unigram,masculine,nominative,plural,kivet,13.470479021238447,kivet,,kivet,kivet,kivet,stone
λίθος,35,unigram,masculine,nominative,singular,kiven,1.7297336453742314,kiven,,kiven,,,stone
συναγωγή,219,unigram,feminine,accusative,plural,synagogissa,1.5399384213495542,synagogiin,,eteen,synagogissa,synagogissa,synagogue
συναγωγή,300,unigram,feminine,accusative,singular,synagogaan,6.308900294683856,synagogaan,,synagoogaan,synagogaan,synagogaan,synagogue
τράπεζα,175,unigram,feminine,accusative,plural,kumoon,1.5999037563127485,,,kumoon,kaatoi,kumoon,table
τάλαντον,62,unigram,neuter,accusative,plural,,,leiviskää,,leiviskää,talenttia,talenttia,talent (weight and monetary unit: around 20 years' wages)
φόρος,257,unigram,masculine,accusative,singular,maksamme,1.2013469982144998,,,keisarille,maksamme,maksamme,tax
τελώνης,169,unigram,masculine,nominative,plural,,,Publikanit,,publikaanit,publikaaneja,,tax collector
τελώνης,64,unigram,masculine,nominative,singular,publikaani,37.35564520494749,Publikani,,publikaani,publikaani,publikaani,tax collector
γραμματεύς,304,unigram,masculine,nominative,plural,kirjanoppineet,25.796235065352285,kirjanoppineet,,kirjanoppineet,lainopettajat,kirjanoppineet,"teacher, expert in the law, scholar, scribe"
γραμματεύς,191,unigram,masculine,nominative,singular,kirjanoppinut,15.296289467795576,kirjanoppinut,,kirjanoppinut,lainopettaja,kirjanoppinut,"teacher, expert in the law, scholar, scribe"
καθηγητής,290,unigram,masculine,nominative,plural,mestariksi,1.161293917469705,mestariksi,,,,,"teacher, guide"
καθηγητής,202,unigram,masculine,nominative,singular,mestariksi,1.161293917469705,mestariksi,,,,,"teacher, guide"
κλέπτης,73,unigram,masculine,nominative,plural,varkaat,1.5323149604340691,varkaat,,,,,thief
κλέπτης,201,unigram,masculine,nominative,singular,varas,50.90596200741991,varas,,varas,varas,varas,thief
διαλογισμός,263,unigram,masculine,accusative,plural,ajatuksensa,3.3920953746846525,ajatuksensa,,ajatuksensa,,ajatuksensa,"thought, argument"
διαλογισμός,132,unigram,masculine,accusative,singular,ajatuksen,1.964582073490529,ajatuksen,,ajatuksen,,ajatuksen,"thought, argument"
διαλογισμός,108,unigram,masculine,nominative,plural,ajatukset,6.142654272043715,ajatukset,,ajatukset,ajatukset,ajatukset,"thought, argument"
διαλογισμός,255,unigram,masculine,nominative,singular,,,kamppaus,,ajatus,Opetuslasten,,"thought, argument"
θρόνος,213,unigram,masculine,accusative,singular,valtaistuimen,1.478330505592563,istuimen,,valtaistuimen,valtaistuimen,valtaistuimen,throne
χρόνος,238,unigram,masculine,accusative,plural,pitkäksi,1.348938046648503,kauvaksi,,kauaksi,pitkäksi,pitkäksi,time
χρόνος,206,unigram,masculine,accusative,singular,aikaa,2.0783522033563404,aikaa,,aikaa,,kauan,time
καιρός,130,unigram,masculine,nominative,singular,aika,1.4414114429910756,aika,,aika,Aika,aika,"time, right time"
τάφος,120,unigram,masculine,accusative,plural,kaunistatte,1.0960670999999007,kaunistatte,,,,,"tomb, grave"
τάφος,156,unigram,masculine,accusative,singular,hautaa,12.169689878603855,hautaa,,hautaa,hautaa,hautaa,"tomb, grave"
μνημεῖον,11,unigram,neuter,accusative,plural,,,hautoja,,,,hautamuistomerkkejä,"tomb, grave"
μνημεῖον,15,unigram,neuter,accusative,singular,haudalle,123.02714849457736,haudalle,,haudalle,haudalle,haudalle,"tomb, grave"
μνημεῖον,69,unigram,neuter,nominative,plural,haudat,7.124275403309752,haudat,,haudat,haudat,,"tomb, grave"
μνημεῖον,232,unigram,neuter,nominative,singular,hauta,8.850749065666609,hauta,,hauta,hauta,hautakammio,"tomb, grave"
θησαυρός,197,unigram,masculine,accusative,singular,aarre,2.052899828885754,,,aarre,aarre,aarre,treasure
δένδρον,79,unigram,neuter,accusative,plural,puita,1.999948871176478,,,,,puita,tree	
δένδρον,67,unigram,neuter,accusative,singular,puu,7.549649152873246,,,puu,puu,puu,tree	
κώμη,237,unigram,feminine,accusative,plural,kyliin,2.9399198937547046,kyliin,,kyliin,kyliin,kyliin,village
κώμη,47,unigram,feminine,accusative,singular,kylään,311.4965090465184,kylään,,kylään,kylään,kylään,village
παρθένος,246,unigram,feminine,nominative,plural,,,neitseet,,neitsyet,,neidot,virgin
φωνή,286,unigram,feminine,nominative,singular,ääni,26.645463258126412,ääni,,ääni,ääni,ääni,voice or sound
πόλεμος,231,unigram,masculine,accusative,plural,,,sotia,,,sodista,,war
ὕδωρ,305,unigram,neuter,accusative,plural,Pietari,1.103093174811263,vetten,,Pietari,pitkin,Pietari,water
ὕδωρ,85,unigram,neuter,accusative,singular,vettä,109.6710666144385,vettä,,vettä,vettä,vettä,water
ὕδωρ,101,unigram,neuter,nominative,singular,,,vesi,,vesi,vettä,vettä,water
ὑδρία,105,unigram,feminine,accusative,singular,,,vesi-astiansa,,vesiastiansa,vesiruukkunsa,,water jar
ὁδός,131,unigram,feminine,accusative,singular,tien,20.692643207064574,tien,,tien,tien,tien,way
γάμος,147,unigram,masculine,accusative,plural,häihin,219.3992292181132,häihin,,häihin,häihin,häihin,wedding
γάμος,215,unigram,masculine,accusative,singular,häihin,2.086118788307881,häihin,,häihin,häihin,häihin,wedding
γυνή,100,unigram,feminine,accusative,plural,vaimonne,1.0965530363990983,,,vaimonne,,,"wife, woman"
γυνή,160,unigram,feminine,accusative,singular,vaimonsa,4.151183406295627,emäntänsä,,vaimonsa,vaimonsa,vaimonsa,"wife, woman"
γυνή,109,unigram,feminine,nominative,plural,naiset,1.5299764663228654,vaimot,,naiset,naisia,naiset,"wife, woman"
γυνή,114,unigram,feminine,nominative,singular,nainen,14.370876252084345,vaimo,,nainen,nainen,nainen,"wife, woman"
ἄνεμος,6,unigram,masculine,nominative,plural,tuulet,3.5979875219606963,tuulet,,tuulet,,tuulet,wind
ἄνεμος,60,unigram,masculine,nominative,singular,tuuli,37.27878602572135,tuuli,,tuuli,tuuli,tuuli,wind
πνεῦμα,275,unigram,neuter,accusative,plural,pahempaa,1.0650796819525759,pahempaa,,,,,"wind, breath, spirit"
πνεῦμα,152,unigram,neuter,accusative,singular,Hengen,2.5624977959595308,Hengen,,Hengen,Henki,Hengen,"wind, breath, spirit"
πνεῦμα,8,unigram,neuter,nominative,plural,henget,4.535382958227763,henget,,henget,henget,henget,"wind, breath, spirit"
πνεῦμα,20,unigram,neuter,nominative,singular,Henki,5.583180259748376,Henki,,Henki,Henki,Henki,"wind, breath, spirit"
ῥῆμα,167,unigram,neuter,accusative,plural,sanat,23.33545348699138,sanat,,sanat,kätki,sanat,word
ῥῆμα,149,unigram,neuter,accusative,singular,,,sanaa,,käsittäneet,,ymmärtäneet,word
ῥῆμα,28,unigram,neuter,nominative,plural,,,sanat,,,henki,,word
ῥῆμα,294,unigram,neuter,nominative,singular,sana,1.1637007690923975,,,,,sana,word
λόγος,150,unigram,masculine,accusative,plural,nämä,1.4022148434814259,puheet,,nämä,,nämä,word
λόγος,142,unigram,masculine,accusative,singular,sanan,158.74337161486937,sanan,,sanan,sanan,sanan,word
λόγος,139,unigram,masculine,nominative,plural,,,Taivas,,sanani,Taivas,sanani,word
λόγος,265,unigram,masculine,nominative,singular,sana,8.911145452471164,puhe,,sana,sana,sana,word
ἔργον,38,unigram,neuter,accusative,plural,tekoja,28.310866009014767,töitä,,tekoja,tekoja,tekoja,work
ἔργον,86,unigram,neuter,accusative,singular,työn,3.5838119055776163,työn,,työn,teon,,work
ἔργον,269,unigram,neuter,nominative,plural,teot,1.8133818137609534,työnsä,,teot,teot,,work
ἔργον,245,unigram,neuter,nominative,singular,teko,1.27337960630093,työ,,,teko,teko,work
ἐργάτης,192,unigram,masculine,nominative,singular,työmies,2.4477271555276943,työmies,,työmies,ansainnut,työmies,worker
ἔτος,228,unigram,neuter,accusative,plural,vuotta,12.536542060909508,vuotta,,vuotta,vuotta,vuotta,year
ἔτος,161,unigram,neuter,accusative,singular,vuosi,15.998359981345088,vuosi,,vuosi,vuosi,vuosi,year
